"","GEOID","totalpopulation_2000","popdensity_2000","proportion25to34_2000","aged25to34_2000","pctwhite_2000","pctblack_2000","white_2000","black_2000","aian_2000","asian_2000","multipleraces_2000","households_2000","familyhouseholds_2000","nonfamilyhouseholds_2000","hhlivingalone_2000","numberofhousingunits_2000","vacancyrate_2000","vacantunits_2000","pctpoverty_2000","poverty_2000","over25population_2000","lessthanhs_2000","hsgrad_2000","fouryeardegree_2000","graddegree_2000","pctgraddegree_2000","occupiedunits_2000","renters_2000","pctrenters_2000","medianincome_2000","latino_2000","pctlatino_2000","whitemedianhhincome_2000","blackmedianhhincome_2000","White.Alone.Population.for.Whom.Poverty.Status.is.Determined","whitepoverty_2000","Black.or.African.American.Alone.Population.for.Whom.Poverty.Status.is.Determined","blackpoverty_2000","whitepctpoverty_2000","blackpctpoverty_2000"
"148",39049007210,5103.584,556.2330648,0.132473611,676.0902,92.72088007,2.728337576,4732.088,139.243,8.158772,162.6315,61.46275,1841.162869,1410.37971,430.7831587,361.1616381,2042.412577,9.853528629,201.249708,2.632420237,134.347778,3335.849889,180.5808191,735.3773114,1095.451113,537.9350302,16.12587641,1841.162869,385.637954,20.94534712,122298.6737,38.61819,0.756687653,134407.7507,117459.4376,4675.520243,127.2768424,126.1890061,5.439181297,2.72219637,"4.310344828"
"149",39049007393,6818,1789.957566,0.066877894,455.97348,90.05318275,4.911168965,6139.826,334.8435,5.400702,256.1476,81.78205,2397.13998,1974.342198,422.7977821,359.5324205,2449.603938,2.141732269,52.463958,2.082154577,141.9612991,4508.042775,205.9981894,726.780129,1460.504017,908.8609257,20.16087626,2397.13998,127.3022519,5.310588993,109419.5568,55.55007,0.814756087,160291.0333,197342.7853,6177.631097,141.9612991,280.0649542,0,2.297989259,"0"
"150",39049007394,2019,297.2067858,0.066877905,135.02649,90.05319465,4.911168895,1818.174,99.1565,1.599298,75.85244,24.217949,709.8600204,584.6578024,125.2022179,106.4675795,725.396062,2.141732278,15.5360416,2.082154577,42.03870092,1334.957225,61.00181057,215.219871,432.4959828,269.1390743,20.16087626,709.8600204,37.6977481,5.310588993,109419.5568,16.44993,0.814756315,160291.0333,197342.7853,1829.368903,42.03870092,82.93504583,0,2.297989259,"0"
"151",39049007395,5084,1591.88165,0.263150393,1337.8566,78.30363887,16.70705547,3980.957,849.3867,19.56778,94.21525,139.87337,2164.051889,1415.402994,748.6488952,568.190449,2394.516892,9.624697315,230.465003,8.139700639,413.8223805,3193.897078,302.2135424,789.95866,761.6940841,338.4501782,10.59677785,2164.051889,672.5519601,31.07836571,66381.97324,91.31632,1.796151062,91299.20416,72579.15049,3996.176194,185.5315752,839.2404847,186.2563079,4.642727602,"22.19343696"
"152",39049007396,1931,288.7120049,0.263150388,508.1434,78.30362506,16.70705852,1512.043,322.6133,7.432217,35.78475,53.12659,821.9481112,537.5970064,284.3511048,215.809551,909.4831076,9.624697333,87.5349964,8.139700642,157.1776194,1213.102922,114.7864576,300.04134,289.3059159,128.5498218,10.59677786,821.9481112,255.4480399,31.07836571,66381.97324,34.68368,1.796151217,91299.20416,72579.15049,1517.823806,70.4684248,318.7595153,70.74369209,4.642727602,"22.19343696"
"153",39049007424,5065.425,3001.4619,0.1408284,713.3557,88.42209686,6.962525356,4478.955,352.6815,18.98286,92.91608,119.89172,2000.193506,1323.804394,676.3891128,562.4919801,2104.099663,4.938271643,103.906157,10.23668662,518.5316833,3393.934736,573.4820543,1442.697015,334.6977146,123.8881093,3.650279659,2000.193506,614.4450582,30.71928072,45007.40189,77.92962,1.53846163,76326.63119,44102.61652,4372.051341,348.6850818,482.5641676,156.8583319,7.975319927,"32.50517598"
"154",39049007425,2975.335,3089.537479,0.118292512,351.95985,88.34773227,7.474953241,2628.641,222.4049,17.02171,53.11156,54.15268,1115.991195,812.9946592,302.9965357,244.8232285,1161.121104,3.88675297,45.129909,4.858602799,144.5597096,1936.003367,219.6983061,697.8289644,326.7306278,91.24173291,4.71289123,1115.991195,377.8489623,33.85770103,55178.2194,42.09064,1.414652132,91370.13082,59584.92501,2608.578575,103.4065294,159.4982873,0.141668072,3.964094866,"0.088821062"
"155",39049007426,2979.393,2824.989692,0.11435972,340.72255,93.99535409,3.153519526,2800.491,93.95574,4.995063,29.99416,47.959513,1277.847501,862.2307847,415.6167165,339.6836438,1316.81543,2.959255193,38.967929,3.319672257,98.90608283,2091.131183,194.7991681,568.4444433,461.6391646,139.9329452,6.691734421,1277.847501,317.7288451,24.86437895,65512.49871,21.98303,0.737835861,96549.77332,79424.55051,2837.445252,98.89822444,67.98305419,0.0063158,3.48546723,"0.009290257"
"156",39049007427,6258,2248.819637,0.126717801,793,80.87248322,12.25631192,5061,767,12,262,154,2178,1689,489,397,2260,3.628318584,82,3.020134228,189,3874,203,951,1068,514,13.26794011,2178,543,24.93112948,78496.68934,122,1.949504634,118706.002,143021.3061,4976,163,802,3,3.275723473,"0.374064838"
"157",39049007492,6076.847,2543.882167,0.147603173,896.9619,84.59837807,9.16524474,5140.914,556.9579,4.000373,259.9782,111.99609,2276.967797,1615.970162,660.997635,510.0011476,2375.963803,4.166562044,98.996006,2.089941121,127.0025243,3888.930715,98.02047145,582.0295776,1370.932493,830.9372126,21.36672709,2276.967797,711.9771344,31.2686519,93656.94084,65.99671,1.086035406,132587.5734,138236.9911,5091.924832,52.01016439,550.9544909,61.9936842,1.021424434,"11.25205171"
"158",39049007494,4553,4116.739612,0.163117461,742.6738,82.19538766,12.97475291,3742.356,590.7405,18.99166,100.9557,99.95609,1544.321625,1236.456861,307.864764,256.887157,1569.310648,1.592356684,24.989023,3.732162459,169.9253568,2653.834248,87.96136114,706.6895719,706.6895719,309.8638859,11.67608286,1544.321625,246.8915477,15.98705502,70272.90992,53.97629,1.185510433,117445.2718,133407.5372,3788.335895,43.98068057,579.7453348,125.9446762,1.160949868,"21.72413793"
"159",39049007511,1658,2506.370755,0.115802171,192,17.85283474,78.28709288,296,1298,5,2,57,630,429,201,243,725,13.10344828,95,25.03015682,415,1035,388,367,59,0,0,630,218,34.6031746,36315.81921,32,1.930036188,30785.10687,55013.38227,294,80,1272,324,27.21088435,"25.47169811"
"160",39049007512,3800.873,4983.113497,0.10891868,413.98607,6.787687986,90.81818835,257.9914,3451.884,6.999765,7.999732,70.99762,1382.953639,1019.965808,362.9878316,229.99229,1446.951494,4.422944049,63.997855,16.12733314,612.9794511,2318.922263,649.9782109,878.9705344,114.996145,19.99932956,0.862440707,1382.953639,262.9911838,19.01663051,37800.84615,27.99906,0.736648133,48176.58447,58632.45587,245.9917536,32.99889378,3391.886294,579.9805574,13.41463415,"17.0990566"
"161",39049007520,3338.963,3406.712165,0.135968868,453.99502,29.46990428,65.07936746,983.9892,2172.976,9.99989,6.999923,159.99828,1130.987533,871.9903879,258.997145,213.9976411,1231.98642,8.198051972,100.998887,29.05061565,969.9893077,1778.98039,521.994246,754.9916776,82.99908509,41.99953704,2.360876898,1130.987533,457.9949515,40.49513705,32197.70723,29.99967,0.89847267,51815.8324,41556.65804,962.9893848,228.9974757,2178.975981,711.9921516,23.77985462,"32.67553924"
"162",39049007531,2633,3552.103495,0.237371819,625,47.05658944,40.29624003,1239,1061,15,39,277,1166,597,569,398,1259,7.386814932,93,21.91416635,577,1617,424,598,157,32,1.978973408,1166,781,66.98113208,36786.06061,140,5.31712875,58008.46939,58592.37085,1192,143,897,209,11.9966443,"23.29988852"
"163",39049007532,2245,6934.855978,0.217371938,488,25.30066815,65.21158129,568,1464,7,35,167,899,578,321,204,952,5.567226891,53,18.88641425,424,1144,182,388,126,28,2.447552448,899,749,83.31479422,30194.69613,147,6.547884187,42775.99587,42894.16098,673,86,1469,284,12.77860327,"19.33287951"
"164",39049007533,1680,2053.882007,0.145238095,244,19.88095238,74.22619048,334,1247,6,13,80,652,452,200,226,740,11.89189189,88,9.880952381,166,966,164,367,117,29,3.002070393,652,296,45.39877301,39659.90923,29,1.726190476,42255.53355,63718.86396,317,62,1172,104,19.55835962,"8.873720137"
"165",39049007534,3556,3996.955772,0.159730034,568,22.72215973,56.74915636,808,2018,4,90,636,1244,903,341,283,1379,9.789702683,135,31.1023622,1106,1765,586,633,116,56,3.172804533,1244,697,56.02893891,32204.64371,47,1.321709786,42697.81537,44515.86498,756,129,1942,592,17.06349206,"30.48403708"
"166",39049007550,2093.164,892.7681868,0.09938012,208.01889,25.1303529,69.08870972,526.0195,1446.14,5.000345,28.00035,87.00414,657.0588276,477.0438043,180.0150234,151.0100689,683.0620863,3.806866055,26.0032587,18.01250361,377.0312412,1299.097347,184.0275432,381.037788,229.0047699,136.0011334,10.46889471,657.0588276,172.0138648,26.17937048,54546.63244,44.00127,2.102141543,62297.23933,90538.71477,360.0188615,164.0036305,1404.137725,201.027291,45.5541773,"14.31677872"
"167",39049007551,3372,3066.592064,0.130321886,439.4454,5.763238434,87.69469158,194.3364,2957.065,8.753894,5.252336,193.46104,1242.17757,929.6635514,312.5140187,288.0031153,1422.507788,12.67692307,180.330218,33.87850467,1142.383178,1728.018692,422.8130841,661.7943925,112.0498442,55.14953271,3.191489361,1242.17757,716.9439252,57.7167019,32102.40453,26.26168,0.778816133,51931.43459,38905.44009,205.7165109,47.27102804,2887.034268,940.1682243,22.9787234,"32.56519102"
"168",39049007710,4478,5698.16829,0.150513622,674,64.96203662,28.18222421,2909,1262,13,95,199,1848,1143,705,574,1947,5.084745763,99,16.3465833,732,2847,811,1124,206,47,1.650860555,1848,818,44.26406926,34516.89153,124,2.769093345,63547.68941,37346.34465,2967,298,1203,337,10.0438153,"28.01330008"
"169",39049007721,6007,7235.054175,0.217745963,1308,40.60263026,46.61228567,2439,2800,19,124,619,2548,1345,1203,933,2738,6.939371804,190,17.17995672,1032,3545,889,1220,332,144,4.062059238,2548,1845,72.40973312,32623.62919,371,6.176127851,55076.43927,48962.1713,2643,323,2691,397,12.22096103,"14.75287997"
"170",39049007722,3363,4859.381113,0.14481118,487,76.18198037,17.18703539,2562,578,10,101,109,1561,824,737,627,1744,10.49311927,183,11.1210229,374,2371,684,866,206,31,1.307465205,1561,618,39.59000641,38559.8975,83,2.468034493,60814.13385,47757.22709,2518,229,546,140,9.09451946,"25.64102564"
"171",39049007730,2843,5084.625413,0.150193458,427,75.13190292,16.10974323,2136,458,4,158,86,1293,759,534,503,1324,2.341389728,31,7.140344706,203,2058,334,597,344,179,8.69776482,1293,423,32.71461717,43626.45306,57,2.004924376,61255.74734,79382.94563,2082,116,487,65,5.571565802,"13.34702259"
"172",39049007740,1675,2470.197435,0.069850746,117,94.80597015,3.343283582,1588,56,0,14,17,894,453,441,344,937,4.589114194,43,5.552238806,93,1390,181,477,287,47,3.381294964,894,133,14.87695749,50270.78916,11,0.656716418,62418.15325,49981.78932,1591,83,39,0,5.216844752,"0"
"173",39049007811,3523,4289.488833,0.177577945,625.6071,90.84013625,2.697386886,3200.298,95.02894,2.969654,154.422,70.28182,1796.64091,896.835628,899.8052824,735.4844057,1864.942962,3.662420427,68.302052,3.933689239,138.5838719,2719.213543,117.7962911,463.266086,843.3818488,573.1432986,21.07753913,1796.64091,482.0738972,26.83195592,57030.93126,44.54482,1.264400227,83946.85852,89433.30595,3150.803316,130.6647935,135.6142175,0,4.147031103,"0"
"174",39049007812,4344,2698.979813,0.147559853,641,89.75598527,2.509208103,3899,109,3,268,65,1933,670,1263,792,2017,4.164600892,84,16.82780847,731,2915,183,460,942,704,24.1509434,1933,1135,58.71702018,53558.81148,50,1.151012891,75733.66265,30076.96502,3336,504,85,48,15.10791367,"56.47058824"
"175",39049007820,4230,5410.57122,0.305910165,1294,44.25531915,9.38534279,1872,397,13,1634,314,2129,710,1419,892,2217,3.969327921,88,39.19621749,1658,2173,140,304,574,710,32.67372296,2129,2065,96.99389385,26155.89336,164,3.877068558,39048.16908,32681.10323,1794,683,415,177,38.07134894,"42.65060241"
"176",39049007830,2649,6097.588217,0.357493394,947,83.57870895,2.831257078,2214,75,10,253,96,1734,383,1351,1046,1803,3.826955075,69,13.59003398,360,1735,92,185,617,421,24.26512968,1734,1401,80.79584775,36192.94049,68,2.567006418,53728.06946,70562.42232,2233,290,81,8,12.98701299,"9.87654321"
"177",39049007921,4831,1271.570234,0.153798385,743,93.70730698,2.028565514,4527,98,15,87,103,1644,1315,329,254,1698,3.180212014,54,1.221279238,59,2919,221,888,604,255,8.735868448,1644,410,24.93917275,62982.77541,107,2.214862347,103723.0145,131103.367,4413,48,60,0,1.087695445,"0"
"178",39049007922,4325,1415.988856,0.164855491,713,92.41618497,1.063583815,3997,46,3,156,122,1502,1104,398,310,1533,2.022178735,31,0.971098266,42,2527,93,358,998,478,18.91571033,1502,535,35.61917443,85180.84112,103,2.38150289,137664.0685,118611.4312,4076,42,35,0,1.030421982,"0"
"179",39049007931,4156,2625.294292,0.202598653,842,94.39364774,1.323387873,3923,55,7,90,81,1543,1158,385,301,1642,6.029232643,99,4.716073147,196,2774,428,798,671,155,5.587599135,1543,241,15.61892417,60412.10356,93,2.237728585,101369.4499,119076.1825,3956,196,31,0,4.954499494,"0"
"180",39049007933,7554,3539.561942,0.207439767,1567,92.59994705,2.065131056,6995,156,16,247,135,2739,2089,650,527,2785,1.651705566,46,1.469420175,111,4737,246,1086,1532,426,8.993033566,2739,242,8.835341365,66035.9678,117,1.548848292,108181.8344,181421.6492,6955,90,145,0,1.29403307,"0"
"181",39049007941,2608,897.9653871,0.225076687,587,91.21932515,2.645705521,2379,69,2,98,59,1087,701,386,347,1191,8.732157851,104,1.495398773,39,1730,148,309,596,226,13.06358382,1087,406,37.35050598,59358.41924,57,2.185582822,100410.5439,1.764104661,2331,39,72,0,1.673101673,"0"
"182",39049007951,7474,3502.149372,0.143831951,1075,93.20310409,1.886540005,6966,141,7,260,100,2536,2040,496,361,2601,2.499038831,65,0.789403265,59,4540,51,552,1813,913,20.11013216,2536,386,15.22082019,93450.41518,70,0.936580145,141704.2973,97380.61031,6850,59,159,0,0.861313869,"0"
"183",39049007952,7531,2373.429498,0.117115921,882,92.7499668,0.783428496,6985,59,16,361,109,3059,2050,1009,829,3166,3.379658876,107,2.350285487,177,5287,207,873,1724,1016,19.21694723,3059,702,22.94867604,84210.15956,91,1.208338866,123558.3936,65053.00107,6935,111,79,0,1.600576784,"0"
"184",39049007953,5991,3020.940755,0.290270573,1739.011,86.80125188,5.623887498,5200.263,336.9271,13.72101,227.6671,210.89705,2530.256086,1543.867843,986.3882433,672.3295445,2739.120366,7.625231903,208.86428,6.998049028,419.2531173,3654.362626,230.2080753,726.1972177,1089.549919,345.0580202,9.442358505,2530.256086,1082.943507,42.79975899,55108.77909,173.7995,2.901009848,89541.42868,55474.87384,5234.819832,274.4202222,295.2558317,63.52319959,5.242209494,"21.51462995"
"185",39049007954,5798,1877.262991,0.290270611,1682.989,86.80125905,5.623885823,5032.737,326.0729,13.27899,220.3329,204.10295,2448.743914,1494.132157,954.6117567,650.6704555,2650.879634,7.62523192,202.13572,6.99804903,405.7468827,3536.637374,222.7919247,702.8027823,1054.450081,333.9419798,9.442358503,2448.743914,1048.056493,42.79975899,55108.77909,168.2005,2.901008969,89541.42868,55474.87384,5066.180168,265.5797778,285.7441683,61.47680041,5.242209494,"21.51462995"
"186",39049008000,4492,201.3886319,0.178317008,801,95.34728406,1.157613535,4283,52,12,38,106,1487,1300,187,143,1527,2.61951539,40,0.756901158,34,2830,90,914,573,240,8.480565371,1487,70,4.707464694,80543.61918,61,1.357969724,120522.4453,1.764104661,4250,28,54,0,0.658823529,"0"
"187",39049008110,4498,5596.514442,0.137616719,619,87.48332592,5.42463317,3935,244,17,29,273,1972,1166,806,690,2060,4.27184466,88,13.3837261,602,3057,681,993,336,151,4.939483153,1972,870,44.11764706,38291.45169,360,8.003557137,56872.33717,26459.80581,3939,430,209,129,10.91647626,"61.72248804"
"188",39049008120,3760,4833.026403,0.142287234,535,93.29787234,2.765957447,3508,104,15,23,109,1502,1009,493,386,1577,4.755865568,75,13.56382979,510,2464,722,1145,98,35,1.420454545,1502,545,36.2849534,38340.18568,97,2.579787234,60119.80752,36590.64306,3423,412,105,29,12.03622553,"27.61904762"
"189",39049008132,6570,6422.853966,0.222222222,1460,87.83866058,7.549467275,5771,496,34,72,190,2581,1738,843,638,2723,5.214836577,142,7.092846271,466,3992,520,1516,551,126,3.156312625,2581,1029,39.86826811,51743.24429,179,2.724505327,86029.57118,77826.32077,5744,330,472,80,5.745125348,"16.94915254"
"190",39049008141,4546,1402.419286,0.246590409,1121,90.67311923,3.321601408,4122,151,8,143,121,1803,1260,543,377,2286,21.12860892,483,2.991641003,136,2919,285,942,690,199,6.81740322,1803,493,27.34331669,64110.92623,88,1.935767708,93816.13978,126155.9428,4140,113,96,0,2.729468599,"0"
"191",39049008142,3824,1220.734312,0.31459205,1203,86.00941423,5.439330544,3289,208,10,149,167,1582,1002,580,435,1670,5.269461078,88,2.222803347,85,2433,203,459,710,240,9.864364982,1582,598,37.80025284,63969.34353,142,3.713389121,107302.0505,88203.46893,3264,65,267,0,1.991421569,"0"
"192",39049008161,5128,754.807846,0.224063963,1149,88.65054602,6.669266771,4546,342,18,88,134,2112,1368,744,527,2383,11.37221989,271,11.524961,591,2889,425,963,454,109,3.77293181,2112,944,44.6969697,46547.63258,92,1.794071763,69533.91708,71694.4394,4546,514,292,18,11.3066432,"6.164383562"
"193",39049008162,7896,572.6909171,0.17781155,1404,90.27355623,4.483282675,7128,354,17,71,323,2976,2108,868,682,3113,4.400899454,137,4.002026342,316,4774,802,1673,511,189,3.958944282,2976,961,32.29166667,54613.21453,416,5.268490375,84073.92564,71954.70002,7145,265,346,40,3.708887334,"11.56069364"
"194",39049008163,3027,8574.712214,0.22302742,675.104,83.93719855,9.299517674,2540.779,281.4964,12.99839,31.27738,160.04267,1240.127617,744.9702093,495.1574074,381.0152979,1305.525765,5.009334151,65.398148,9.675254964,292.8699678,1759.250805,343.6449275,638.139694,199.4440419,48.33776167,2.747633341,1240.127617,719.7858293,58.04127088,42865.65988,173.8535,5.743425834,70007.88813,59723.27163,2487.973027,232.3462158,281.9025765,39.40136876,9.33877551,"13.97694524"
"195",39049008164,4425,8826.403744,0.223027345,986.896,83.93719774,9.299516384,3714.221,411.5036,19.00161,45.72262,233.9574,1812.872383,1089.029791,723.8425926,556.9847021,1908.474235,5.009334171,95.601852,9.675254966,428.1300322,2571.749195,502.3550725,932.860306,291.5559581,70.66223833,2.747633341,1812.872383,1052.214171,58.04127088,42865.65988,254.1465,5.743423729,70007.88813,59723.27163,3637.026973,339.6537842,412.0974235,57.59863124,9.33877551,"13.97694524"
"196",39049008210,2195,761.5560676,0.139407745,306,78.90660592,12.5284738,1732,275,6,65,110,1037,518,519,451,1087,4.599816007,50,8.974943052,197,1517,457,668,58,14,0.922874094,1037,460,44.3587271,38676.80462,98,4.464692483,50426.08552,53477.31715,1724,173,251,6,10.03480278,"2.390438247"
"197",39049008230,4293,9952.477673,0.232704403,999,57.2327044,17.58676916,2457,755,29,36,1003,1434,835,599,382,1769,18.93725269,335,26.48497554,1137,2096,902,651,115,51,2.433206107,1434,1431,99.79079498,31693.2726,1827,42.55765199,59737.30112,42636.02149,2391,581,665,156,24.29945629,"23.45864662"
"198",39049008241,2331,1493.555509,0.168168168,392,86.61518662,7.55040755,2019,176,15,43,77,1094,615,479,358,1155,5.281385281,61,25.3968254,592,1459,428,459,181,67,4.592186429,1094,542,49.54296161,36087.74016,40,1.716001716,61900.73699,20994.65842,1981,390,180,144,19.68702675,"80"
"199",39049008242,6008,2890.562207,0.213715047,1284,81.90745672,5.675765646,4921,341,15,474,255,2462,1599,863,680,2591,4.978772675,129,6.824234354,410,4007,479,947,916,385,9.608185675,2462,742,30.13809911,57101.99025,270,4.494007989,94230.68264,57068.63222,4885,260,354,109,5.322415558,"30.79096045"
"200",39049008311,3985,4143.801114,0.149058971,594,85.84692597,9.084065245,3421,362,12,58,127,1739,1077,662,551,1836,5.283224401,97,17.61606023,702,2528,692,1185,118,55,2.175632911,1739,936,53.8240368,35324.7133,98,2.459222083,56397.40441,33117.68123,3369,487,430,171,14.45532799,"39.76744186"
"201",39049008312,4413,7516.122422,0.141627011,625,81.71312033,9.17743032,3606,405,25,165,210,1818,1120,698,569,2005,9.326683292,187,17.76569227,784,2818,850,1324,33,59,2.093683463,1818,999,54.95049505,36551.69539,154,3.489689554,61139.97123,37731.09128,3646,543,463,143,14.89303346,"30.88552916"
"202",39049008321,2276,5343.487662,0.10940246,249,91.3884007,3.822495606,2080,87,17,43,47,1007,639,368,361,1042,3.358925144,35,6.502636204,148,1726,420,640,148,52,3.012746234,1007,193,19.16583913,45168.6948,19,0.834797891,71743.31732,39865.9283,2026,137,117,11,6.762092794,"9.401709402"
"203",39049008322,4559,7044.632617,0.141917087,647,86.22504935,7.962272428,3931,363,13,97,155,2086,1174,912,781,2217,5.908885882,131,10.98925203,501,3123,838,1370,213,67,2.145373039,2086,779,37.34419942,40138.48731,74,1.623162974,56482.22702,62540.75028,3960,369,304,38,9.318181818,"12.5"
"204",39049008330,1861,3055.617472,0.142396561,265,94.57281032,1.880709296,1760,35,12,13,41,764,506,258,233,816,6.37254902,52,8.704997313,162,1268,479,524,67,27,2.129337539,764,199,26.04712042,43181.78344,18,0.967221924,59585.99602,1.764104661,1732,133,9,0,7.678983834,"0"
"205",39049008340,5539,1752.048343,0.182162845,1009,79.16591442,15.29156888,4385,847,17,164,125,1870,1289,581,440,1967,4.931367565,97,12.89041343,714,3667,1233,1384,232,55,1.499863649,1870,665,35.56149733,41591.80151,46,0.830474815,67696.90581,41885.92702,4084,523,513,183,12.80607248,"35.67251462"
"206",39049008350,5465,3163.998741,0.178408051,975,72.82708143,20.87831656,3980,1141,33,81,226,2199,1380,819,628,2531,13.11734492,332,25.43458371,1390,2979,693,1141,296,52,1.745552199,2199,1428,64.93860846,37743.92228,152,2.781335773,57266.39329,24159.70051,3852,644,1062,601,16.71858775,"56.5913371"
"207",39049008360,5929,3653.369235,0.162421994,963,90.09951088,5.801990218,5342,344,21,101,118,1938,1564,374,294,2015,3.82133995,77,6.40917524,380,3814,858,1639,340,98,2.56948086,1938,233,12.02270382,56055.98555,56,0.944510035,90165.73706,104150.388,5148,336,316,34,6.526806527,"10.75949367"
"208",39049008370,5589.221,2162.94626,0.194424608,1086.6821,93.87063063,2.751966687,5246.637,153.8135,4.993943,86.89461,94.88492,2005.56762,1577.087287,428.4803333,313.6196379,2124.423471,5.594734413,118.855851,2.448177408,136.8340458,3558.68398,506.3858484,1436.258087,302.6329627,133.8376799,3.760875667,2005.56762,182.778324,9.113545817,57553.36658,68.91642,1.233023708,95445.11546,90624.641,5265.613792,113.8619067,189.7698446,10.98667521,2.162367223,"5.789473684"
"209",39049008380,3724,965.0410492,0.215359828,802,90.97744361,4.940923738,3388,184,10,57,83,1326,995,331,248,1384,4.190751445,58,4.269602578,159,2358,461,968,208,51,2.162849873,1326,391,29.48717949,56294.99621,46,1.235230934,88582.61989,104113.832,3259,143,188,16,4.387849033,"8.510638298"
"210",39049008400,3166,3677.161954,0.117949147,373.427,97.40543272,0.608910613,3083.856,19.27811,0.02173441,33.27593,29.565924,1443.151163,777.6336547,665.5175087,558.7119973,1485.927049,2.878733921,42.775886,2.33833377,74.03164717,2287.618121,145.038967,295.6766256,916.9946148,499.0519671,21.81535294,1443.151163,437.4055644,30.30906086,73252.63662,26.69594,0.843207202,100845.0771,88777.43515,2999.770322,71.95386843,62.63972589,0.084764182,2.39864592,"0.135320167"
"211",39049008500,4296,3570.340736,0.218715014,939.5997,94.67204376,1.970002328,4067.111,84.6313,3.846877,52.89456,87.51645,1956.137005,1070.393553,885.743452,685.7058428,2016.725319,3.00429183,60.588314,6.380120886,274.0899933,2928.435191,288.5157824,645.3136333,812.6527871,359.6830087,12.28243021,1956.137005,1040.580255,53.19567355,52523.82812,79.8227,1.858070298,83532.67371,45277.16503,4108.464741,226.9657488,70.20550705,24.04298187,5.524344569,"34.24657534"
"212",39049008710,2779,4569.837711,0.114429651,318,16.69665347,77.40194315,464,2151,7,76,80,1126,714,412,334,1232,8.603896104,106,9.643756747,268,1878,439,820,87,21,1.118210863,1126,398,35.34635879,38402.57092,22,0.791651673,40500.62383,70793.01744,473,81,2162,147,17.12473573,"6.799259944"
"213",39049008720,3740,3403.568208,0.126470588,473,48.04812834,42.72727273,1797,1598,12,187,143,1641,900,741,640,1790,8.324022346,149,21.09625668,789,2573,1007,943,72,25,0.971628449,1641,646,39.3662401,39491.63103,104,2.780748663,39807.88379,52787.53771,1685,315,1657,314,18.69436202,"18.94990947"
"214",39049008730,2059,1143.642203,0.165128703,340,28.07187955,65.66294318,578,1352,14,13,99,730,359,371,313,1161,37.12316968,431,16.41573579,338,1327,543,429,39,7,0.527505652,730,504,69.04109589,32184.80326,58,2.816901408,37299.65757,48576.93612,446,93,1106,228,20.85201794,"20.61482821"
"215",39049008811,1940.605,962.2192635,0.127757766,247.92736,83.29593091,14.00236009,1616.445,271.7305,5.033792,4.101086,41.289471,744.9010172,549.8420945,195.0589226,162.919282,805.1352365,7.481254896,60.2342193,22.2254494,431.3081824,1297.003208,704.5160486,425.9586734,13.39722013,0.088572104,0.006828981,744.9010172,169.6502009,22.77486498,43096.0817,22.1149,1.139587912,59159.91192,48131.49597,1567.300196,350.5065007,238.9135858,45.6913109,22.36371192,"19.12461811"
"216",39049008812,3085,945.5230213,0.106969206,330,27.39059968,68.00648298,845,2098,24,22,96,1166,870,296,231,1230,5.203252033,64,13.71150729,423,2086,555,817,100,46,2.205177373,1166,189,16.20926244,46897.61092,47,1.52350081,58493.59648,72699.62664,871,108,2124,275,12.39954076,"12.9472693"
"217",39049008813,2396,3138.982396,0.11745106,281.41274,12.28654841,84.50646912,294.3857,2024.775,3.99167,7.98334,64.86464,919.0820491,684.5714286,234.5106206,221.5376926,988.9362766,7.063572159,69.8542275,15.57684298,373.2211578,1688.476468,517.9192003,619.7067888,90.81049563,10.97709288,0.650118203,919.0820491,160.664723,17.48099891,40487.91802,22.9521,0.957934057,64486.69635,59596.20671,253.4710537,26.94377343,2072.674719,293.3877551,10.62992126,"14.1550313"
"218",39049008821,2710,1740.989602,0.125461255,340,97.60147601,0.664206642,2645,18,5,12,30,1113,771,342,333,1178,5.517826825,65,10.03690037,272,1910,767,731,47,26,1.361256545,1113,234,21.02425876,39309.61015,13,0.479704797,55674.57676,0,2500,271,10,0,10.84,"0"
"219",39049008822,3802,1928.218909,0.151499211,576,74.1188848,21.75170963,2818,827,15,35,106,1573,1017,556,425,1727,8.917197452,154,15.46554445,588,2344,674,879,79,31,1.322525597,1573,624,39.66942149,38065.27778,47,1.236191478,51724.58308,51075.75363,2895,322,811,204,11.12262522,"25.1541307"
"220",39049008825,6412.395,3782.494625,0.155738987,998.6599,90.99829315,5.871360077,5835.17,376.4948,18.97454,62.91557,114.84589,2223.016934,1798.586477,424.4304568,340.5430253,2288.928487,2.879581139,65.911553,6.151689966,394.4706598,4083.520324,1069.564751,1986.334538,154.7922842,48.93433502,1.198337002,2223.016934,234.6850761,10.55705301,50406.58791,49.93299,0.778694856,84973.9497,77242.6655,5791.22875,335.5497258,438.4116954,58.920934,5.794102431,"13.43963554"
"221",39049008900,5070.012,8354.123465,0.112623323,571.0016,90.07870198,6.075151301,4567.001,308.0109,13.00001,69.00003,112.0003,1661.004321,1085.002858,576.0014627,449.0016524,1774.005661,6.369841004,113.00134,6.252520215,317.0035252,2602.006708,114.0024726,308.0025154,821.0001591,666.0002448,25.59563904,1661.004321,524.00265,31.54733817,58483.0249,35.00023,0.690338208,100141.7978,62155.91437,3650.000747,255.0000612,171.0105879,17.00334774,6.986301617,"9.942862572"
