"","GEOID","totalpopulation_2000","popdensity_2000","proportion25to34_2000","aged25to34_2000","pctwhite_2000","pctblack_2000","white_2000","black_2000","aian_2000","asian_2000","multipleraces_2000","households_2000","familyhouseholds_2000","nonfamilyhouseholds_2000","hhlivingalone_2000","numberofhousingunits_2000","vacancyrate_2000","vacantunits_2000","pctpoverty_2000","poverty_2000","over25population_2000","lessthanhs_2000","hsgrad_2000","fouryeardegree_2000","graddegree_2000","pctgraddegree_2000","occupiedunits_2000","renters_2000","pctrenters_2000","medianincome_2000","latino_2000","pctlatino_2000","whitemedianhhincome_2000","blackmedianhhincome_2000","White.Alone.Population.for.Whom.Poverty.Status.is.Determined","whitepoverty_2000","Black.or.African.American.Alone.Population.for.Whom.Poverty.Status.is.Determined","blackpoverty_2000","whitepctpoverty_2000","blackpctpoverty_2000"
"74",39049005810,2849,8004.838145,0.244647245,697,89.96138996,4.633204633,2563,132,9,34,109,1400,566,834,583,1540,9.090909091,140,13.79431379,393,2112,291,500,515,248,11.74242424,1400,724,51.71428571,60178.59699,48,1.684801685,75062.14089,39721.06436,2591,309,106,49,11.92589734,"46.22641509"
"75",39049005820,2651,9006.072014,0.172387778,457,92.83289325,3.960769521,2461,105,7,12,66,1069,617,452,329,1186,9.865092749,117,23.80233874,631,1711,542,600,173,36,2.104032729,1069,549,51.35640786,35913.29588,50,1.886080724,52309.2181,16169.34229,2442,546,98,49,22.35872236,"50"
"76",39049005900,3160,10481.91371,0.142088608,449,28.57594937,66.7721519,903,2110,17,32,98,1116,761,355,278,1231,9.341998375,115,19.96835443,631,1816,493,659,156,39,2.147577093,1116,540,48.38709677,49912.76978,59,1.867088608,59737.41398,60576.72188,887,86,2098,513,9.695603157,"24.45185891"
"77",39049006000,2754,7364.666658,0.142701525,393,55.44662309,38.3805374,1527,1057,12,13,145,966,693,273,215,1041,7.204610951,75,35.69353667,983,1414,652,477,41,8,0.565770863,966,585,60.55900621,25863.30561,35,1.270878722,44344.17132,24424.76279,1522,317,1045,564,20.82785808,"53.97129187"
"78",39049006100,3062,7515.585248,0.142390594,436,83.47485304,10.5813194,2556,324,39,15,127,1121,735,386,290,1360,17.57352941,239,34.25865447,1049,1836,1070,471,44,5,0.272331155,1121,699,62.35504014,25020.23173,76,2.482037884,36354.24337,44100.85241,2566,897,410,98,34.95713172,"23.90243902"
"79",39049006220,5788,1616.193986,0.189530062,1097,89.02902557,1.503109883,5153,87,6,434,108,2567,1495,1072,893,2726,5.832721937,159,3.455425017,200,4015,96,540,1725,818,20.373599,2567,983,38.29372809,78539.28013,97,1.675881133,115200.376,56263.41062,5118,152,29,0,2.969910121,"0"
"80",39049006230,5473,465.2555568,0.269322127,1474,80.59565138,2.539740544,4411,139,5,820,98,2443,1391,1052,800,2899,15.72956192,456,5.189110177,284,3752,174,864,1307,476,12.68656716,2443,1226,50.18419975,67969.71311,104,1.90023753,104688.6499,102538.6758,4385,151,113,13,3.443557583,"11.50442478"
"81",39049006236,5747,2294.585385,0.063266537,363.59279,92.88402645,1.542198016,5338.045,88.63012,2.7915,281.9415,35.59162,1815.870553,1615.580449,200.2901032,170.9793564,1879.377171,3.379131075,63.506618,2.428658167,139.5749848,3511.008743,70.48536733,218.4348512,1534.626958,1076.123133,30.64997019,1815.870553,48.15336976,2.651806303,141059.0509,46.75762,0.813600487,206708.5973,197187.2649,5298.266424,126.3153613,73.27686703,0,2.384088514,"0"
"82",39049006310,4343,2685.697272,0.040985494,178,96.24683399,0.345383376,4180,15,3,112,33,1745,1345,400,366,1799,3.001667593,54,1.036150127,45,3162,94,317,1227,936,29.60151803,1745,88,5.042979943,102058.0828,32,0.736817868,139849.0103,1.764104661,4119,38,30,0,0.922554018,"0"
"83",39049006321,4102,2451.149672,0.05894763,241.80318,93.70043881,0.792063384,3843.592,32.49044,1.015326,184.7844,40.117401,1637.667229,1199.020961,438.646268,403.4778036,1680.719345,2.561529153,43.052116,1.307169697,53.62010099,2918.704577,73.10729418,361.2968985,1000.493636,925.8286005,31.72053135,1637.667229,124.1087579,7.578386846,115624.3113,27.04966,0.659426134,139705.4016,89550.23155,3721.934088,53.53917939,79.19925152,0,1.438477365,"0"
"84",39049006323,3291,3559.582015,0.079307201,261,93.4670313,0.729261623,3076,24,4,141,46,1528,1005,523,470,1579,3.229892337,51,1.428137344,47,2550,48,393,770,697,27.33333333,1528,287,18.78272251,81091.46184,39,1.185050137,113739.208,242563.5088,3039,21,6,0,0.691016782,"0"
"85",39049006330,4783,4352.460663,0.140706669,673,95.73489442,0.522684508,4579,25,3,90,85,2041,1295,746,644,2097,2.67048164,56,3.554254652,170,3384,106,625,1181,648,19.14893617,2041,277,13.57177854,65718.30641,41,0.857202593,103459.4343,97024.87428,4525,161,12,0,3.55801105,"0"
"86",39049006340,3131,2474.856959,0.079846694,250,89.36442031,0.574896199,2798,18,3,279,33,1255,911,344,277,1302,3.609831029,47,1.437240498,45,2191,25,199,808,696,31.76631675,1255,288,22.94820717,140630.2642,41,1.309485787,151222.5049,154358.2758,2778,45,17,0,1.61987041,"0"
"87",39049006351,3921,4451.198648,0.211680694,830,92.06834991,2.72889569,3610,107,1,127,75,1906,984,922,649,1937,1.60041301,31,6.860494772,269,2934,141,430,1023,493,16.80299932,1906,770,40.39874082,62718.8124,54,1.377199694,91891.98682,98575.55719,3560,153,90,0,4.297752809,"0"
"88",39049006352,2845,8947.770512,0.382425308,1088,74.48154657,5.237258348,2119,149,6,461,110,1747,394,1353,896,1857,5.923532579,110,23.23374341,661,1593,105,144,642,370,23.22661645,1747,1652,94.56210647,37008.73288,91,3.198594025,52880.34591,61967.50498,2121,455,153,36,21.45214521,"23.52941176"
"89",39049006353,4366,6459.243532,0.293309574,1280.5896,83.53435639,2.69080623,3647.11,117.4806,4.015019,448.7936,146.60078,2464.69186,878.1434109,1586.54845,1216.037791,2541.337694,3.015964159,76.645834,9.546404653,416.7960272,3207.08188,115.0964147,472.4370155,1107.124516,595.0281008,18.55356748,2464.69186,1578.817345,64.05739274,47364.8361,151.4055,3.467830967,68655.24797,61328.03127,3646.262597,250.7960271,98.18653101,13,6.878166903,"13.2401052"
"90",39049006371,6433,4553.72642,0.247318514,1591,85.71428571,3.124514224,5514,201,6,505,201,2766,1564,1202,895,2872,3.690807799,106,2.829162133,182,4285,216,665,1460,676,15.77596266,2766,1427,51.59074476,64816.10811,246,3.824032333,97461.64695,66955.21223,5485,161,234,0,2.935278031,"0"
"91",39049006372,5247,6042.894949,0.27787307,1458,80.25538403,3.259005146,4211,171,13,646,203,2368,1237,1131,730,2536,6.624605678,168,7.223175148,379,3458,190,614,1166,510,14.74840949,2368,1529,64.56925676,54728.47486,184,3.506765771,88873.42391,132809.2673,4104,265,174,11,6.45711501,"6.32183908"
"92",39049006383,7307,2096.929483,0.244833721,1789,86.65663063,4.133023129,6332,302,15,363,288,3035,1796,1239,840,3130,3.03514377,95,5.830026002,426,4546,110,814,1571,651,14.32028157,3035,1660,54.69522241,68080.29557,307,4.201450664,100407.722,75595.53582,6488,374,289,8,5.764488286,"2.76816609"
"93",39049006384,6544,6930.325989,0.229676039,1503,85.39119804,3.285452323,5588,215,8,556,171,2623,1651,972,693,2680,2.126865672,57,1.971271394,129,4079,94,580,1605,616,15.10174062,2623,1376,52.45901639,66790.64171,166,2.536674817,101389.1758,93487.55568,5714,91,227,0,1.592579629,"0"
"94",39049006386,3416,2042.139297,0.235070258,803,80.97189696,3.425058548,2766,117,4,407,120,1503,829,674,497,1649,8.853850819,146,2.195550351,75,2280,193,272,831,339,14.86842105,1503,834,55.48902196,60338.85562,58,1.697892272,94537.69346,113177.4152,2761,56,155,0,2.028250634,"0"
"95",39049006387,5471,3668.81275,0.208005849,1138,85.87095595,3.19868397,4698,175,6,424,165,2388,1345,1043,768,2518,5.162827641,130,4.971668799,272,3513,128,586,1275,543,15.45687447,2388,1112,46.56616415,71308.34028,143,2.613781758,100207.1816,69109.9548,4682,185,149,0,3.951302862,"0"
"96",39049006391,4129,1639.787649,0.05570356,230,94.84136595,1.162509082,3916,48,2,128,35,1456,1270,186,170,1492,2.412868633,36,1.2351659,51,2783,33,269,1035,883,31.7283507,1456,65,4.464285714,128887.741,57,1.380479535,184452.3595,150010.8772,3910,45,70,0,1.150895141,"0"
"97",39049006392,4672,2934.079114,0.050299658,235,89.94006849,1.455479452,4202,68,3,348,51,1610,1406,204,162,1644,2.068126521,34,1.797945205,84,3013,41,235,1099,1153,38.26750747,1610,90,5.590062112,143327.0456,38,0.813356164,197072.1953,98787.06379,4167,84,26,0,2.015838733,"0"
"98",39049006393,5635,6191.152096,0.159117462,896.6269,87.89400177,2.871818988,4952.827,161.827,2.631333,371.6758,145.38115,1916.268387,1520.252743,396.0156432,292.0779827,1954.422718,1.952204641,38.154331,1.190754144,67.09899603,3422.706631,86.83399486,535.4763017,1288.695424,496.006304,14.49163944,1916.268387,318.3913145,16.61517336,84987.79568,123.0148,2.183048802,126007.2822,224301.221,4917.303876,62.49416297,191.4294887,0,1.27090301,"0"
"99",39049006394,2931,7411.214201,0.159117404,466.37311,87.89399522,2.871818833,2576.173,84.17301,1.368667,193.3242,75.61885,996.7316134,790.7472566,205.9843568,151.9220173,1016.577282,1.952204614,19.8456686,1.190754144,34.90100397,1780.293369,45.16600514,278.5236983,670.3045762,257.993696,14.49163944,996.7316134,165.6086855,16.61517336,84987.79568,63.98517,2.18304913,126007.2822,224301.221,2557.696124,32.50583703,99.57051132,0,1.27090301,"0"
"100",39049006395,3854,5453.273583,0.267175558,1029.6946,84.77231448,2.750723923,3267.125,106.0129,6.594104,383.9797,89.27402,1982.796262,832.8860226,1149.91024,897.8125823,2087.287444,5.00607534,104.491182,6.607001842,254.633851,2866.913398,180.5769939,435.7180837,967.8115293,539.7020269,18.82519462,1982.796262,794.8431166,40.08697877,62928.76888,65.94104,1.710976648,82427.30919,122123.685,3253.936562,157.2440116,93.8391682,11.15925243,4.832424006,"11.89189189"
"101",39049006396,3744,1144.188355,0.267175588,1000.3054,84.77230235,2.750723825,3173.875,102.9871,6.405896,373.0203,86.72598,1926.203738,809.1139774,1117.08976,872.1874177,2027.712556,5.006075329,101.508818,6.607001843,247.366149,2785.086602,175.4230061,423.2819163,940.1884707,524.2979731,18.82519462,1926.203738,772.1568834,40.08697877,62928.76888,64.05896,1.710976496,82427.30919,122123.685,3161.063438,152.7559884,91.1608318,10.84074757,4.832424006,"11.89189189"
"102",39049006410,2716,3219.823981,0.121134021,329,96.09720177,0.994108984,2610,27,2,53,24,1251,718,533,427,1301,3.84319754,50,4.970544919,135,1917,54,165,804,525,27.38654147,1251,329,26.29896083,114003.745,36,1.325478645,121898.394,52291.46434,2583,104,21,0,4.026325978,"0"
"103",39049006430,4487,4477.602178,0.116558948,523,91.28593715,1.114330287,4096,50,14,271,55,1871,1224,647,576,1926,2.855659398,55,3.097838199,139,3054,48,196,1227,915,29.96070727,1871,627,33.51149118,77667.12914,68,1.515489191,112702.5645,119076.1825,4137,49,21,7,1.184433164,"33.33333333"
"104",39049006500,3492,3728.776997,0.105670103,369,97.68041237,0.143184422,3411,5,3,44,28,1316,952,364,333,1339,1.717699776,23,5.58419244,195,2245,9,54,1027,849,37.81737194,1316,216,16.41337386,130955.6561,33,0.945017182,163592.6991,0,3370,191,8,4,5.667655786,"50"
"105",39049006600,3878,4632.867553,0.138264131,536.1883,97.44894275,0.628963899,3779.07,24.39122,2.021734,48.22386,24.291246,1619.802869,978.3823082,641.4205607,555.3816562,1693.083243,4.328220382,73.280374,1.297501418,50.31710498,2779.970007,51.55422734,231.041078,1037.868942,983.3823082,35.37384597,1619.802869,553.8400348,34.19181713,95623.80335,19.25429,0.496500516,138777.9727,1.764104661,3564.030646,44.12801565,34.31297544,0.084764182,1.238149164,"0.247032444"
"106",39049006710,2716,4042.690853,0.119661267,325,93.40942563,3.313696613,2537,90,3,45,41,1221,727,494,432,1277,4.385277995,56,3.166421208,86,2025,122,333,530,504,24.88888889,1221,354,28.99262899,64491.09477,39,1.435935199,99182.67122,65775.73894,2489,86,172,0,3.455202893,"0"
"107",39049006721,3544,3248.72583,0.048250564,171,94.751693,0.931151242,3358,33,2,104,47,1281,1055,226,212,1308,2.064220183,27,0.59255079,21,2455,66,305,987,646,26.31364562,1281,27,2.107728337,89055.8067,30,0.846501129,140104.5523,119076.1825,3237,16,19,0,0.494284832,"0"
"108",39049006722,2910,1952.244676,0.096219931,280,92.13058419,2.920962199,2681,85,2,101,41,1176,786,390,352,1206,2.487562189,30,3.23024055,94,2112,115,408,624,404,19.12878788,1176,387,32.90816327,69837.57372,17,0.58419244,102290.854,90548.3075,2482,89,44,5,3.585817889,"11.36363636"
"109",39049006810,2303,3381.902363,0.154146765,355,96.04863222,0.607902736,2212,14,8,28,40,969,657,312,280,984,1.524390244,15,3.213200174,74,1616,78,175,595,425,26.29950495,969,112,11.55830753,71378.69885,33,1.432913591,103832.6234,105844.5155,2210,65,22,0,2.941176471,"0"
"110",39049006821,3539,6229.241473,0.183667703,650,80.89855891,10.85052275,2863,384,13,154,121,1964,737,1227,1087,2095,6.252983294,131,14.38259395,509,2613,337,629,535,326,12.47608113,1964,1359,69.19551935,33515.07409,66,1.864933597,50785.90979,38363.19868,2697,343,406,130,12.71783463,"32.01970443"
"111",39049006822,2049,4609.320123,0.181551977,372,95.26598341,2.440214739,1952,50,3,21,23,953,570,383,343,971,1.853759011,18,2.098584675,43,1599,110,382,471,234,14.63414634,953,135,14.16579224,58681.77966,19,0.927281601,91210.03805,79382.94563,1963,35,28,8,1.782985227,"28.57142857"
"112",39049006910,1483,2152.352237,0.055967633,83,95.01011463,0.337154417,1409,5,1,42,26,636,461,175,157,657,3.196347032,21,3.506405934,52,1124,13,107,405,349,31.04982206,636,34,5.34591195,98976.43411,11,0.741739717,152664.7198,0,1366,15,0,0,1.098096633,"#DIV/0!"
"113",39049006921,3923,3967.31465,0.225337752,884,75.09559011,10.17078766,2946,399,6,164,405,1739,924,815,603,1858,6.404736276,119,11.54728524,453,2486,436,727,461,248,9.975864843,1739,957,55.03162737,43286.50976,557,14.19831761,65909.3895,55187.07408,2950,280,462,42,9.491525424,"9.090909091"
"114",39049006923,3348,4749.267901,0.137096774,459,79.24133811,13.76941458,2653,461,4,63,161,1408,969,439,381,1474,4.47761194,66,4.838709677,162,2416,307,844,355,176,7.284768212,1408,294,20.88068182,53228.97527,124,3.703703704,70941.8536,60219.53835,2684,131,376,21,4.880774963,"5.585106383"
"115",39049006924,3762,5901.295668,0.192185008,723,71.53110048,19.40457204,2691,730,7,177,156,1802,928,874,698,1878,4.04685836,76,9.223817119,347,2575,253,717,414,261,10.13592233,1802,960,53.27413984,46422.72222,91,2.418926103,66535.34117,58514.62275,2628,169,699,100,6.430745814,"14.30615165"
"116",39049006931,5880,7536.800017,0.196938776,1158,65.05102041,25.37414966,3825,1492,19,177,357,2519,1344,1175,898,2647,4.835663015,128,11.2244898,660,3794,487,1337,622,236,6.220347918,2519,1519,60.30170703,43200.31822,217,3.69047619,67958.44158,60371.6506,3744,352,1400,194,9.401709402,"13.85714286"
"117",39049006932,5836,5910.51852,0.143248801,836,61.60041124,30.12337217,3595,1758,10,229,242,2238,1600,638,486,2310,3.116883117,72,4.866346813,284,3797,395,1060,997,220,5.794047933,2238,581,25.96067918,59423.99103,160,2.741603838,88518.80211,110592.4049,3573,159,1676,34,4.450041982,"2.028639618"
"118",39049006933,5048,8642.835608,0.240095087,1212,37.04437401,51.90174326,1870,2620,10,86,461,2299,1168,1131,903,2486,7.522123894,187,12.91600634,652,2900,393,874,549,102,3.517241379,2299,2034,88.47324924,33451.939,340,6.735340729,54609.21276,48633.98329,1862,129,2652,480,6.928034372,"18.09954751"
"119",39049006942,1190,8543.479112,0.198319328,236,71.51260504,17.31092437,851,206,2,27,104,525,314,211,182,560,6.25,35,9.579831933,114,728,45,282,102,38,5.21978022,525,396,75.42857143,42880.39927,51,4.285714286,66776.78278,60833.87992,903,69,211,0,7.641196013,"0"
"120",39049006943,4426,6164.963302,0.170131044,753,78.51333032,15.27338455,3475,676,6,109,160,1776,1245,531,450,1833,3.109656301,57,6.778129236,300,3046,371,1045,526,88,2.8890348,1776,532,29.95495495,51404.32802,91,2.056032535,77173.58183,88518.68489,3342,154,692,74,4.60801915,"10.69364162"
"121",39049006944,4262,4315.892246,0.137259503,585,84.58470202,11.21539183,3605,478,4,61,114,1828,1219,609,486,1874,2.454642476,46,3.167526983,135,3081,147,738,828,328,10.64589419,1828,457,25,63724.9863,72,1.689347724,103100.975,99637.56703,3595,93,565,38,2.586926287,"6.725663717"
"122",39049006945,5048,6644.238153,0.265253566,1339,63.3518225,29.21949287,3198,1475,11,99,264,2459,1092,1367,1046,2670,7.902621723,211,10.69730586,540,3152,452,1094,465,143,4.53680203,2459,1934,78.64985767,38042.83388,239,4.734548336,61741.89902,62799.13813,3167,227,1417,289,7.167666561,"20.39520113"
"123",39049006950,2686,1683.349498,0.056962025,153,95.90469099,0.744601638,2576,20,1,68,21,1237,870,367,322,1271,2.675059009,34,1.824274013,49,2209,49,294,676,622,28.15753735,1237,48,3.880355699,105559.4682,13,0.483991065,139276.8961,8819.641251,2552,45,15,4,1.763322884,"26.66666667"
"124",39049006990,6755.565,2314.17755,0.171403206,1157.9255,84.97632692,9.828301556,5740.631,663.9573,8.999421,172.9889,163.98941,2820.818558,1730.888665,1089.929893,849.9453296,2932.811355,3.818615773,111.992797,5.239787218,353.9772313,4083.737325,240.9844993,641.9587077,1420.908604,499.9678409,12.24289912,2820.818558,1452.906546,51.50655796,64202.74412,128.9917,1.909413942,91671.51895,53993.0261,5693.633772,209.9864932,690.9555562,118.9923461,3.688092729,"17.22141823"
"125",39049007010,3743,3535.037812,0.106331819,398,89.36681806,6.572268234,3345,246,13,34,102,1115,734,381,313,1148,2.87456446,33,8.522575474,319,1748,102,554,383,225,12.87185355,1115,480,43.04932735,48735.36258,64,1.709858402,68215.35436,54172.44942,2372,269,203,32,11.34064081,"15.7635468"
"126",39049007020,6695,3912.252945,0.120836445,809,95.23525019,1.926811053,6376,129,6,66,117,2589,1886,703,592,2634,1.708428246,45,2.703510082,181,4471,457,1282,1066,354,7.917691792,2589,524,20.2394747,63053.88181,97,1.44884242,100300.4322,190078.6594,6241,181,102,0,2.900176254,"0"
"127",39049007041,2081,1428.103393,0.235255022,489.5657,84.65189813,5.423118693,1761.606,112.8551,2.964669,136.9677,65.81565,897.3064868,494.7044354,402.6020515,292.5140089,963.1221389,6.833572757,65.8156521,4.473359293,93.09060689,1391.417988,48.42292715,168.7884889,532.4545541,230.2559598,16.54829546,897.3064868,507.3536898,56.54185022,72879.66924,51.3876,2.469370495,100972.8393,94428.29131,1728.204388,82.02250926,109.0998195,0,4.746111619,"0"
"128",39049007043,3318,3302.153415,0.235255033,780.5762,84.65189873,5.423116335,2808.75,179.939,4.726945,218.3848,104.93817,1430.688574,788.7694938,641.9190806,466.3918701,1535.626745,6.833572764,104.938171,4.473359293,148.4260614,2218.512679,77.20676228,269.1207142,848.9592554,367.1260328,16.54829546,1430.688574,808.9377909,56.54185022,72879.66924,81.93371,2.469370404,100972.8393,94428.29131,2755.493589,130.7788014,173.9515624,0,4.746111619,"0"
"129",39049007044,5130,6014.206189,0.23525501,1206.8582,84.65191033,5.423116959,4342.643,278.2059,7.308386,337.6474,162.24615,2212.004939,1219.526071,992.4788679,721.094121,2374.251116,6.833572738,162.246177,4.473359293,229.4833317,3430.069332,119.3703106,416.0907968,1312.586191,567.6180074,16.54829546,2212.004939,1250.708519,56.54185022,72879.66924,126.6787,2.46937037,100972.8393,94428.29131,4260.302023,202.1986893,268.9486181,0,4.746111619,"0"
"130",39049007047,3449,3819.915515,0.257442041,887.9176,84.09225863,7.659724558,2900.342,264.1839,7.304624,182.6156,94.5543,1495.01306,856.2642664,638.748794,468.713378,1561.160489,4.237067839,66.147429,2.812095541,96.9891752,2204.779033,112.4100482,414.7403224,694.7509119,250.3862807,11.35652494,1495.01306,593.7036122,39.71226927,59669.8374,73.04624,2.117896202,92618.61617,109726.2635,2897.906695,91.30780092,265.4013413,2.84068714,3.150819213,"1.070336391"
"131",39049007048,5050,4581.876849,0.257442059,1300.0824,84.09223762,7.659724752,4246.658,386.8161,10.69538,267.3844,138.4457,2188.98694,1253.735734,935.251206,686.286622,2285.839511,4.237067849,96.852571,2.812095541,142.0108248,3228.220967,164.5899518,607.2596776,1017.249088,366.6137193,11.35652494,2188.98694,869.2963878,39.71226927,59669.8374,106.9538,2.11789703,92618.61617,109726.2635,4243.093305,133.6921991,388.5986587,4.15931286,3.150819213,"1.070336391"
"132",39049007112,3960,2592.075406,0.150757576,597,73.08080808,19.97474747,2894,791,3,137,135,1480,1066,414,355,1584,6.565656566,104,4.015151515,159,2724,311,814,539,275,10.09544787,1480,220,14.86486486,61354.06313,65,1.641414141,89867.36916,107697.0056,2774,113,675,33,4.073540014,"4.888888889"
"133",39049007113,4343.733,4274.00858,0.214269293,930.7286,72.81934686,20.02301707,3163.078,869.7464,2.999125,150.956,156.95428,1704.502945,1112.675529,591.8274154,472.8621073,1788.478456,4.695360501,83.975511,6.697353757,290.9151653,2530.262143,214.9373215,691.7982626,588.82829,124.963559,4.938759383,1704.502945,571.833246,33.5483871,50181.40762,59.98251,1.380897721,82385.32986,79454.19306,3124.088975,188.9449012,840.7548249,45.98658971,6.048,"5.469678954"
"134",39049007114,3974,2474.171378,0.215435128,856.1392,76.29149472,17.02635883,3031.824,676.6275,15.00369,99.68391,148.71719,1856.038709,964.0248956,892.013813,683.8649213,2005.615644,7.457906277,149.576935,8.474830211,336.7897526,2560.972535,210.5265018,579.728397,669.9362351,198.5375843,7.752429268,1856.038709,1165.480084,62.79395349,51462.65622,90.41455,2.27515224,80953.5323,65307.17866,2867.863155,232.191937,688.048185,84.20912303,8.096339488,"12.23884095"
"135",39049007115,5039,7337.493117,0.214102163,1078.8608,75.21682874,18.16575709,3790.176,915.3725,16.99631,79.31609,232.28281,2368.961291,1209.975104,1158.986187,912.1350787,2613.384356,9.352740803,244.423065,6.890459366,347.2102474,3379.027465,231.4734982,941.271603,802.0637649,282.4624157,8.359281438,2368.961291,1551.519916,65.49367954,48586.85637,154.5854,3.067779321,73055.3422,63790.13417,3752.136845,225.808063,878.951815,85.79087697,6.018119068,"9.760589319"
"136",39049007120,4929,3797.947062,0.163116251,804,91.0935281,5.538648813,4490,273,10,48,108,1754,1359,395,298,1806,2.879291251,52,3.733008724,184,3049,256,921,618,154,5.05083634,1754,461,26.28278221,55273.66629,62,1.257861635,93052.05489,77780.45751,4479,139,322,45,3.103371288,"13.97515528"
"137",39049007132,6282,2771.47789,0.251034702,1577,85.81661891,8.500477555,5391,534,26,174,156,2819,1589,1230,968,3115,9.502407705,296,1.957975167,123,4330,212,829,1689,524,12.10161663,2819,853,30.25895708,72050.7807,122,1.94205667,104868.5291,111750.5524,5343,91,392,0,1.703163017,"0"
"138",39049007193,6489,3720.250413,0.0798274,518,96.14732624,1.710587147,6239,111,8,73,58,2284,1902,382,334,2338,2.309666382,54,1.725997843,112,4248,120,818,1337,707,16.64312618,2284,251,10.98949212,87881.02767,56,0.862998921,147759.7828,147071.3091,6275,101,82,0,1.609561753,"0"
"139",39049007194,6699,3547.549367,0.10852366,727,92.92431706,4.000597104,6225,268,7,107,90,2550,1841,709,610,2628,2.96803653,78,2.701895805,181,4635,371,969,1309,579,12.49190939,2550,661,25.92156863,82077.68173,43,0.641886849,118017.1504,102788.2309,5935,172,311,0,2.898062342,"0"
"140",39049007198,2728,4606.482444,0.224964956,613.7044,88.35905425,6.577840909,2410.435,179.4435,3.443478,82.64348,52.03478,1225.495652,688.6956522,536.8,415.8956522,1285.565217,4.672619032,60.069565,4.165497896,113.6347826,1823.130435,57.39130435,300.3478261,655.026087,259.026087,14.20776495,1225.495652,600.6956522,49.01654699,67083.4631,34.81739,1.276297287,100771.2806,89071.57545,2441.808696,98.33043478,162.226087,4.591304348,4.026950799,"2.830188679"
"141",39049007199,5400.267,3976.444539,0.231408706,1249.6688,76.31589327,17.07386135,4121.262,922.0341,17.17691,153.9922,185.16528,2349.796808,1317.789888,1032.006919,828.404418,2456.058247,4.326503214,106.261439,3.299960318,178.206668,3423.857806,144.4685934,867.9095258,916.2268532,293.3013167,8.566398879,2349.796808,1101.977523,46.89671548,57262.58589,96.07605,1.779098145,92430.35086,100208.3726,4135.882157,95.47750954,855.2299753,41.99927102,2.308516198,"4.910874528"
"142",39049007201,683,186.2942208,0.132473631,90.47949,92.72087848,2.728338214,633.2836,18.63455,1.091868,21.76457,8.225408,246.3982735,188.7476287,57.65064478,48.33336886,273.3310242,9.853528621,26.9327507,2.632420335,17.97943089,446.428541,24.16668443,98.41372695,146.6015134,71.99051476,16.12587641,246.3982735,51.60897368,20.94534712,122298.6737,5.168176,0.756687555,134407.7507,117459.4376,625.7133113,17.03314505,16.88756261,0.727912182,2.72219637,"4.310344828"
"143",39049007202,3088,2102.017668,0.231412727,714.6025,76.31670984,17.07317034,2356.66,527.2195,9.823966,88.05184,105.88053,1343.700247,753.5345823,590.1656651,473.7334747,1404.463297,4.326424915,60.76305,3.299163426,101.8781666,1957.880052,82.59408507,496.2922116,523.9448568,167.7351243,8.567180821,1343.700247,630.1892306,46.89953967,57264.08451,54.94144,1.77919171,92432.41039,100217.5917,2365.028868,54.57758925,489.0151997,24.01413927,2.307692308,"4.910714286"
"144",39049007203,1396.748,216.1936756,0.132473603,185.03224,92.72087735,2.728338254,1295.077,38.10801,2.232891,44.50896,16.821117,503.8891041,385.9924511,117.896653,98.84264849,558.9670859,9.853528623,55.0779818,2.632420047,36.76827436,912.9547638,49.42132424,201.2579228,299.8028525,147.2219569,16.12587641,503.8891041,105.541322,20.94534712,122298.6737,10.56902,0.756687677,134407.7507,117459.4376,1279.595492,34.83310203,34.53538321,1.488594104,2.72219637,"4.310344828"
"145",39049007205,217.5845,104.6119337,0.132473627,28.824208,92.72089694,2.728338645,201.7463,5.936442,0.3478384,6.933579,2.620383,78.49553011,60.12966309,18.36586701,15.39764608,87.07554374,9.853528628,8.58001363,2.63242043,5.72773883,142.2195232,7.698823042,31.35183359,46.70310122,22.93414454,16.12587641,78.49553011,16.44116125,20.94534712,122298.6737,1.646435,0.756687632,134407.7507,117459.4376,199.3345869,5.426278891,5.379900439,0.23189226,2.72219637,"4.310344828"
"146",39049007207,1190.16,405.7747728,0.132473659,157.66485,92.72089467,2.728339047,1103.527,32.4716,1.902633,37.92582,14.333168,429.3608188,328.901803,100.4590158,84.22321527,476.2924297,9.853528625,46.9316109,2.632420964,31.33002134,777.9231616,42.11160764,171.4906431,255.460174,125.4469276,16.12587641,429.3608188,89.9311139,20.94534712,122298.6737,9.005796,0.75668784,134407.7507,117459.4376,1090.33548,29.68107285,29.42738847,1.268421917,2.72219637,"4.310344828"
"147",39049007209,791.9235,358.9828144,0.132473629,104.90898,92.72088781,2.728338028,734.2785,21.60635,1.265997,25.23555,9.53718,285.6934044,218.8487438,66.84466065,56.04148317,316.9213393,9.853528629,31.2279349,2.632420497,20.84675654,517.6241209,28.02074159,114.1085621,169.9812456,83.471426,16.12587641,285.6934044,59.83947526,20.94534712,122298.6737,5.992388,0.756687736,134407.7507,117459.4376,725.5008876,19.74955883,19.58075918,0.843998241,2.72219637,"4.310344828"
