bg2020gj,bg2020ge,tr2010gj,tr2010ge,wt_pop,wt_adult,wt_hh,wt_hu,parea
G39000107701001,390017701001,G3900010770100,39001770100,1,1,1,1,1
G39000107701002,390017701002,G3900010770100,39001770100,1,1,1,1,1
G39000107701003,390017701003,G3900010770100,39001770100,1,1,1,1,1
G39000107701004,390017701004,G3900010770100,39001770100,1,1,1,1,1
G39000107702001,390017702001,G3900010770200,39001770200,1,1,1,1,1
G39000107702002,390017702002,G3900010770200,39001770200,1,1,1,1,1
G39000107702003,390017702003,G3900010770200,39001770200,1,1,1,1,1
G39000107702004,390017702004,G3900010770200,39001770200,1,1,1,1,1
G39000107703011,390017703011,G3900010770300,39001770300,1,1,1,1,1
G39000107703012,390017703012,G3900010770300,39001770300,1,1,1,1,1
G39000107703021,390017703021,G3900010770300,39001770300,1,1,1,1,1
G39000107703022,390017703022,G3900010770300,39001770300,1,1,1,1,1
G39000107704001,390017704001,G3900010770400,39001770400,1,1,1,1,1
G39000107704002,390017704002,G3900010770400,39001770400,1,1,1,1,1
G39000107704003,390017704003,G3900010770400,39001770400,1,1,1,1,1
G39000107704004,390017704004,G3900010770400,39001770400,1,1,1,1,1
G39000107705001,390017705001,G3900010770500,39001770500,1,1,1,1,1
G39000107705002,390017705002,G3900010770500,39001770500,1,1,1,1,1
G39000107705003,390017705003,G3900010770500,39001770500,1,1,1,1,0.999957076288
G39000107705003,390017705003,G3900010770600,39001770600,0,0,0,0,4.2923712e-5
G39000107706001,390017706001,G3900010770600,39001770600,1,1,1,1,1
G39000107706002,390017706002,G3900010770600,39001770600,1,1,1,1,1
G39000107706003,390017706003,G3900010770600,39001770600,1,1,1,1,1
G39000107706004,390017706004,G3900010770600,39001770600,1,1,1,1,1
G39000300101001,390030101001,G3900030010100,39003010100,1,1,1,1,1
G39000300101002,390030101002,G3900030010100,39003010100,1,1,1,1,1
G39000300101003,390030101003,G3900030010100,39003010100,1,1,1,1,1
G39000300102001,390030102001,G3900030010200,39003010200,1,1,1,1,1
G39000300102002,390030102002,G3900030010200,39003010200,1,1,1,1,1
G39000300102003,390030102003,G3900030010200,39003010200,1,1,1,1,1
G39000300102004,390030102004,G3900030010200,39003010200,1,1,1,1,1
G39000300103001,390030103001,G3900030010300,39003010300,1,1,1,1,1
G39000300103002,390030103002,G3900030010300,39003010300,1,1,1,1,1
G39000300106001,390030106001,G3900030010600,39003010600,1,1,1,1,1
G39000300106002,390030106002,G3900030010600,39003010600,1,1,1,1,1
G39000300106003,390030106003,G3900030010600,39003010600,1,1,1,1,1
G39000300106004,390030106004,G3900030010600,39003010600,1,1,1,1,1
G39000300108011,390030108011,G3900030010800,39003010800,1,1,1,1,1
G39000300108012,390030108012,G3900030010800,39003010800,1,1,1,1,1
G39000300108013,390030108013,G3900030010800,39003010800,1,1,1,1,1
G39000300108021,390030108021,G3900030010800,39003010800,1,1,1,1,1
G39000300108022,390030108022,G3900030010800,39003010800,1,1,1,1,1
G39000300109001,390030109001,G3900030010900,39003010900,1,1,1,1,1
G39000300109002,390030109002,G3900030010900,39003010900,1,1,1,1,1
G39000300109003,390030109003,G3900030010900,39003010900,1,1,1,1,1
G39000300110001,390030110001,G3900030011000,39003011000,1,1,1,1,1
G39000300110002,390030110002,G3900030011000,39003011000,1,1,1,1,1
G39000300110003,390030110003,G3900030011000,39003011000,1,1,1,1,1
G39000300110004,390030110004,G3900030011000,39003011000,1,1,1,1,1
G39000300112001,390030112001,G3900030011200,39003011200,1,1,1,1,1
G39000300112002,390030112002,G3900030011200,39003011200,0.999979980221,0.999981791436,0.999979399195,0.999981434709,0.993921713298
G39000300112002,390030112002,G3900030011300,39003011300,0,0,0,0,0.005681869665
G39000300112002,390030112002,G3900030014100,39003014100,2.0019779e-5,1.8208564e-5,2.0600805e-5,1.8565291e-5,3.96417037e-4
G39000300113011,390030113011,G3900030011300,39003011300,1,1,1,1,1
G39000300113012,390030113012,G3900030011300,39003011300,1,1,1,1,1
G39000300113013,390030113013,G3900030011300,39003011300,1,1,1,1,1
G39000300113021,390030113021,G3900030011300,39003011300,1,1,1,1,0.999828920195
G39000300113021,390030113021,G3900030010200,39003010200,0,0,0,0,1.71079805e-4
G39000300113022,390030113022,G3900030011300,39003011300,1,1,1,1,1
G39000300114001,390030114001,G3900030011400,39003011400,1,1,1,1,1
G39000300114002,390030114002,G3900030011400,39003011400,1,1,1,1,1
G39000300115001,390030115001,G3900030011500,39003011500,1,1,1,1,1
G39000300115002,390030115002,G3900030011500,39003011500,1,1,1,1,1
G39000300116001,390030116001,G3900030011600,39003011600,1,1,1,1,1
G39000300116002,390030116002,G3900030011600,39003011600,1,1,1,1,1
G39000300116003,390030116003,G3900030011600,39003011600,1,1,1,1,1
G39000300118001,390030118001,G3900030011800,39003011800,1,1,1,1,1
G39000300118001,390030118001,G3900030013400,39003013400,0,0,0,0,0
G39000300118002,390030118002,G3900030010900,39003010900,0,0,0,0,0.003012638542
G39000300118002,390030118002,G3900030011800,39003011800,1,1,1,1,0.996987361458
G39000300119001,390030119001,G3900030011900,39003011900,1,1,1,1,1
G39000300119002,390030119002,G3900030011900,39003011900,1,1,1,1,1
G39000300119003,390030119003,G3900030011900,39003011900,1,1,1,1,1
G39000300119004,390030119004,G3900030011900,39003011900,1,1,1,1,1
G39000300120001,390030120001,G3900030012000,39003012000,1,1,1,1,1
G39000300120002,390030120002,G3900030012000,39003012000,1,1,1,1,1
G39000300121001,390030121001,G3900030012100,39003012100,1,1,1,1,1
G39000300121002,390030121002,G3900030012100,39003012100,1,1,1,1,1
G39000300122001,390030122001,G3900030012200,39003012200,1,1,1,1,1
G39000300122002,390030122002,G3900030012200,39003012200,1,1,1,1,1
G39000300123001,390030123001,G3900030012300,39003012300,1,1,1,1,1
G39000300123002,390030123002,G3900030012300,39003012300,1,1,1,1,1
G39000300123003,390030123003,G3900030012300,39003012300,1,1,1,1,1
G39000300124001,390030124001,G3900030012400,39003012400,1,1,1,1,1
G39000300124002,390030124002,G3900030012400,39003012400,1,1,1,1,1
G39000300126001,390030126001,G3900030012600,39003012600,1,1,1,1,1
G39000300126002,390030126002,G3900030012600,39003012600,1,1,1,1,1
G39000300127001,390030127001,G3900030012700,39003012700,1,1,1,1,1
G39000300127002,390030127002,G3900030012700,39003012700,1,1,1,1,1
G39000300129001,390030129001,G3900030012900,39003012900,1,1,1,1,1
G39000300129002,390030129002,G3900030012900,39003012900,1,1,1,1,1
G39000300130001,390030130001,G3900030013000,39003013000,1,1,1,1,1
G39000300130002,390030130002,G3900030013000,39003013000,1,1,1,1,1
G39000300130003,390030130003,G3900030013000,39003013000,1,1,1,1,1
G39000300130004,390030130004,G3900030013000,39003013000,1,1,1,1,1
G39000300131001,390030131001,G3900030013100,39003013100,1,1,1,1,1
G39000300131002,390030131002,G3900030013100,39003013100,1,1,1,1,1
G39000300132001,390030132001,G3900030013200,39003013200,1,1,1,1,1
G39000300132002,390030132002,G3900030013200,39003013200,1,1,1,1,1
G39000300133001,390030133001,G3900030013300,39003013300,1,1,1,1,1
G39000300133002,390030133002,G3900030013300,39003013300,1,1,1,1,1
G39000300134001,390030134001,G3900030013400,39003013400,1,1,1,1,1
G39000300134002,390030134002,G3900030013400,39003013400,1,1,1,1,1
G39000300134003,390030134003,G3900030013400,39003013400,1,1,1,1,1
G39000300134004,390030134004,G3900030013400,39003013400,1,1,1,1,1
G39000300136001,390030136001,G3900030013600,39003013600,1,1,1,1,1
G39000300137001,390030137001,G3900030013700,39003013700,1,1,1,1,1
G39000300138001,390030138001,G3900030013800,39003013800,1,1,1,1,1
G39000300138002,390030138002,G3900030013800,39003013800,1,1,1,1,1
G39000300138003,390030138003,G3900030013800,39003013800,1,1,1,1,1
G39000300139001,390030139001,G3900030013900,39003013900,1,1,1,1,1
G39000300139002,390030139002,G3900030013900,39003013900,1,1,1,1,1
G39000300139003,390030139003,G3900030013900,39003013900,1,1,1,1,1
G39000300140001,390030140001,G3900030014000,39003014000,1,1,1,1,1
G39000300140002,390030140002,G3900030014000,39003014000,1,1,1,1,1
G39000300140003,390030140003,G3900030014000,39003014000,1,1,1,1,1
G39000300141001,390030141001,G3900030014100,39003014100,1,1,1,1,1
G39000300141002,390030141002,G3900030014100,39003014100,1,1,1,1,1
G39000300141003,390030141003,G3900030014100,39003014100,1,1,1,1,1
G39000509701011,390059701011,G3900050970100,39005970100,1,1,1,1,1
G39000509701021,390059701021,G3900050970100,39005970100,1,1,1,1,1
G39000509701022,390059701022,G3900050970100,39005970100,1,1,1,1,1
G39000509701023,390059701023,G3900050970100,39005970100,1,1,1,1,1
G39000509702001,390059702001,G3900050970200,39005970200,0.999650930308,0.999677276552,0.999440211408,0.999473593297,0.999626031754
G39000509702001,390059702001,G3900930097100,39093097100,3.49069692e-4,3.22723448e-4,5.59788592e-4,5.26406703e-4,3.73968246e-4
G39000509702002,390059702002,G3900050970200,39005970200,1,1,1,1,1
G39000509702003,390059702003,G3900050970200,39005970200,1,1,1,1,1
G39000509702004,390059702004,G3900050970200,39005970200,1,1,1,1,1
G39000509703001,390059703001,G3900050970300,39005970300,1,1,1,1,1
G39000509703002,390059703002,G3900050970300,39005970300,1,1,1,1,1
G39000509703003,390059703003,G3900050970300,39005970300,1,1,1,1,1
G39000509703004,390059703004,G3900050970300,39005970300,1,1,1,1,1
G39000509704001,390059704001,G3900050970400,39005970400,1,1,1,1,1
G39000509704002,390059704002,G3900050970400,39005970400,1,1,1,1,1
G39000509704003,390059704003,G3900050970400,39005970400,1,1,1,1,1
G39000509704004,390059704004,G3900050970400,39005970400,1,1,1,1,1
G39000509705001,390059705001,G3900050970500,39005970500,1,1,1,1,1
G39000509705002,390059705002,G3900050970500,39005970500,1,1,1,1,1
G39000509705003,390059705003,G3900050970500,39005970500,1,1,1,1,1
G39000509705004,390059705004,G3900050970500,39005970500,1,1,1,1,1
G39000509706001,390059706001,G3900050970600,39005970600,1,1,1,1,1
G39000509706002,390059706002,G3900050970600,39005970600,1,1,1,1,1
G39000509706003,390059706003,G3900050970600,39005970600,1,1,1,1,1
G39000509706004,390059706004,G3900050970600,39005970600,1,1,1,1,0.999711834272
G39000509706004,390059706004,G3900050970700,39005970700,0,0,0,0,2.88165728e-4
G39000509707001,390059707001,G3900050970700,39005970700,1,1,1,1,1
G39000509707002,390059707002,G3900050970700,39005970700,1,1,1,1,1
G39000509707003,390059707003,G3900050970700,39005970700,1,1,1,1,1
G39000509707004,390059707004,G3900050970700,39005970700,1,1,1,1,1
G39000509707005,390059707005,G3900050970700,39005970700,1,1,1,1,1
G39000509708001,390059708001,G3900050970800,39005970800,1,1,1,1,1
G39000509708002,390059708002,G3900050970800,39005970800,1,1,1,1,1
G39000509708003,390059708003,G3900050970800,39005970800,1,1,1,1,1
G39000509709001,390059709001,G3900050970900,39005970900,1,1,1,1,1
G39000509709002,390059709002,G3900050970900,39005970900,1,1,1,1,1
G39000509709003,390059709003,G3900050970900,39005970900,1,1,1,1,1
G39000509709004,390059709004,G3900050970900,39005970900,1,1,1,1,1
G39000509710001,390059710001,G3900050971000,39005971000,1,1,1,1,1
G39000509710002,390059710002,G3900050971000,39005971000,1,1,1,1,1
G39000509710003,390059710003,G3900050971000,39005971000,1,1,1,1,1
G39000509710004,390059710004,G3900050971000,39005971000,1,1,1,1,1
G39000509711001,390059711001,G3900050971100,39005971100,1,1,1,1,1
G39000509711002,390059711002,G3900050971100,39005971100,1,1,1,1,1
G39000509711003,390059711003,G3900050971100,39005971100,1,1,1,1,1
G39000509711004,390059711004,G3900050971100,39005971100,1,1,1,1,1
G39000700001011,390070001011,G3900070000101,39007000101,1,1,1,1,1
G39000700001012,390070001012,G3900070000101,39007000101,1,1,1,1,0.999586267112
G39000700001012,390070001012,G3900070000103,39007000103,0,0,0,0,4.13732888e-4
G39000700001013,390070001013,G3900070000101,39007000101,1,1,1,1,1
G39000700001021,390070001021,G3900070000102,39007000102,1,1,1,1,1
G39000700001022,390070001022,G3900070000102,39007000102,1,1,1,1,1
G39000700001023,390070001023,G3900070000102,39007000102,1,1,1,1,1
G39000700001024,390070001024,G3900070000102,39007000102,1,1,1,1,1
G39000700001031,390070001031,G3900070000103,39007000103,1,1,1,1,1
G39000700001032,390070001032,G3900070000103,39007000103,1,1,1,1,1
G39000700001033,390070001033,G3900070000103,39007000103,1,1,1,1,1
G39000700001034,390070001034,G3900070000103,39007000103,1,1,1,1,1
G39000700001035,390070001035,G3900070000103,39007000103,1,1,1,1,1
G39000700002001,390070002001,G3900070000200,39007000200,1,1,1,1,1
G39000700002002,390070002002,G3900070000200,39007000200,1,1,1,1,1
G39000700002003,390070002003,G3900070000200,39007000200,1,1,1,1,1
G39000700002004,390070002004,G3900070000200,39007000200,1,1,1,1,1
G39000700003001,390070003001,G3900070000200,39007000200,0,0,0,0,9.1881825e-5
G39000700003001,390070003001,G3900070000300,39007000300,0.989392478303,0.989449003517,0.987096774194,0.978557504873,0.999674456276
G39000700003001,390070003001,G3900070000400,39007000400,0.010607521697,0.010550996483,0.012903225806,0.021442495127,2.33661899e-4
G39000700003002,390070003002,G3900070000300,39007000300,1,1,1,1,1
G39000700004001,390070004001,G3900070000400,39007000400,1,1,1,1,1
G39000700004002,390070004002,G3900070000400,39007000400,1,1,1,1,1
G39000700005001,390070005001,G3900070000500,39007000500,1,1,1,1,1
G39000700005002,390070005002,G3900070000500,39007000500,1,1,1,1,1
G39000700005003,390070005003,G3900070000500,39007000500,1,1,1,1,1
G39000700005004,390070005004,G3900070000500,39007000500,1,1,1,1,1
G39000700006011,390070006011,G3900070000601,39007000601,1,1,1,1,1
G39000700006012,390070006012,G3900070000601,39007000601,1,1,1,1,1
G39000700006013,390070006013,G3900070000601,39007000601,1,1,1,1,1
G39000700006021,390070006021,G3900070000602,39007000602,1,1,1,1,1
G39000700006022,390070006022,G3900070000602,39007000602,1,1,1,1,1
G39000700006023,390070006023,G3900070000602,39007000602,1,1,1,1,1
G39000700006024,390070006024,G3900070000602,39007000602,1,1,1,1,1
G39000700006031,390070006031,G3900070000603,39007000603,1,1,1,1,1
G39000700006032,390070006032,G3900070000603,39007000603,1,1,1,1,1
G39000700006033,390070006033,G3900070000603,39007000603,1,1,1,1,1
G39000700007011,390070007011,G3900070000701,39007000701,1,1,1,1,1
G39000700007012,390070007012,G3900070000701,39007000701,1,1,1,1,1
G39000700007013,390070007013,G3900070000701,39007000701,1,1,1,1,1
G39000700007021,390070007021,G3900070000702,39007000702,0.999988316414,0.999987537328,0.999986475604,0.999987198833,0.999957905071
G39000700007021,390070007021,G3900070000603,39007000603,1.1683586e-5,1.2462672e-5,1.3524396e-5,1.2801167e-5,4.2094929e-5
G39000700007022,390070007022,G3900070000702,39007000702,1,1,1,1,1
G39000700007023,390070007023,G3900070000702,39007000702,1,1,1,1,1
G39000700007031,390070007031,G3900070000703,39007000703,1,1,1,1,1
G39000700007032,390070007032,G3900070000703,39007000703,1,1,1,1,1
G39000700007033,390070007033,G3900070000703,39007000703,1,1,1,1,1
G39000700007034,390070007034,G3900070000703,39007000703,1,1,1,1,1
G39000700007041,390070007041,G3900070000704,39007000704,1,1,1,1,1
G39000700007042,390070007042,G3900070000704,39007000704,1,1,1,1,1
G39000700007043,390070007043,G3900070000704,39007000704,1,1,1,1,1
G39000700007044,390070007044,G3900070000704,39007000704,1,1,1,1,1
G39000700008011,390070008011,G3900070000801,39007000801,1,1,1,1,1
G39000700008012,390070008012,G3900070000801,39007000801,1,1,1,1,1
G39000700008021,390070008021,G3900070000802,39007000802,1,1,1,1,1
G39000700008022,390070008022,G3900070000802,39007000802,1,1,1,1,1
G39000700008023,390070008023,G3900070000802,39007000802,1,1,1,1,1
G39000700008024,390070008024,G3900070000802,39007000802,1,1,1,1,1
G39000700008025,390070008025,G3900070000802,39007000802,1,1,1,1,1
G39000700009001,390070009001,G3900070000900,39007000900,1,1,1,1,1
G39000700009002,390070009002,G3900070000900,39007000900,1,1,1,1,1
G39000700009003,390070009003,G3900070000900,39007000900,1,1,1,1,1
G39000700009004,390070009004,G3900070000900,39007000900,1,1,1,1,1
G39000700009005,390070009005,G3900070000900,39007000900,1,1,1,1,1
G39000700010011,390070010011,G3900070001002,39007001002,0.001512859304,0.001853568119,0.005639097744,0.006944444444,0.016622199048
G39000700010011,390070010011,G3900070001001,39007001001,0.998487140696,0.998146431881,0.994360902256,0.993055555556,0.983377800952
G39000700010012,390070010012,G3900070001001,39007001001,1,1,1,1,1
G39000700010013,390070010013,G3900070001001,39007001001,1,1,1,1,1
G39000700010014,390070010014,G3900070001001,39007001001,1,1,1,1,1
G39000700010021,390070010021,G3900070001002,39007001002,1,1,1,1,1
G39000700010022,390070010022,G3900070001002,39007001002,1,1,1,1,1
G39000700010023,390070010023,G3900070001002,39007001002,0.995624532536,0.99607400722,0.994242424242,0.99478976234,0.998663033315
G39000700010023,390070010023,G3900070001001,39007001001,0.004375467464,0.00392599278,0.005757575758,0.00521023766,0.001336966685
G39000700011011,390070011011,G3900070001101,39007001101,1,1,1,1,1
G39000700011012,390070011012,G3900070001101,39007001101,1,1,1,1,1
G39000700011021,390070011021,G3900070001102,39007001102,1,1,1,1,1
G39000700011022,390070011022,G3900070001102,39007001102,0.993970714901,0.993055555556,0.992771084337,0.993103448276,0.980740996507
G39000700011022,390070011022,G3900070001101,39007001101,0.006029285099,0.006944444444,0.007228915663,0.006896551724,0.019259003493
G39000700011023,390070011023,G3900070001102,39007001102,1,1,1,1,1
G39000700011024,390070011024,G3900070001102,39007001102,1,1,1,1,1
G39000700012011,390070012011,G3900070001200,39007001200,1,1,1,1,1
G39000700012012,390070012012,G3900070001200,39007001200,1,1,1,1,1
G39000700012013,390070012013,G3900070001200,39007001200,1,1,1,1,1
G39000700012021,390070012021,G3900070001200,39007001200,1,1,1,1,1
G39000700012022,390070012022,G3900070001200,39007001200,1,1,1,1,1
G39000700012023,390070012023,G3900070001200,39007001200,1,1,1,1,1
G39000700013011,390070013011,G3900070001301,39007001301,1,1,1,1,1
G39000700013012,390070013012,G3900070001301,39007001301,1,1,1,1,1
G39000700013013,390070013013,G3900070001301,39007001301,1,1,1,1,0.999997982102
G39000700013013,390070013013,G3900070001302,39007001302,0,0,0,0,2.017898e-6
G39000700013014,390070013014,G3900070001301,39007001301,1,1,1,1,1
G39000700013031,390070013031,G3900070001302,39007001302,1,1,1,1,1
G39000700013032,390070013032,G3900070001302,39007001302,1,1,1,1,1
G39000700013041,390070013041,G3900070001302,39007001302,1,1,1,1,1
G39000700014011,390070014011,G3900070001400,39007001400,1,1,1,1,1
G39000700014012,390070014012,G3900070001400,39007001400,1,1,1,1,1
G39000700014021,390070014021,G3900070001400,39007001400,1,1,1,1,1
G39000700014022,390070014022,G3900070001400,39007001400,1,1,1,1,1
G39000700014023,390070014023,G3900070001400,39007001400,1,1,1,1,1
G39000709900000,390079900000,G3900070990000,39007990000,1,1,1,1,1
G39000909726001,390099726001,G3900090972600,39009972600,1,1,1,1,1
G39000909726002,390099726002,G3900090972600,39009972600,1,1,1,1,1
G39000909726003,390099726003,G3900090972600,39009972600,1,1,1,1,1
G39000909726004,390099726004,G3900090972600,39009972600,1,1,1,1,1
G39000909726005,390099726005,G3900090972600,39009972600,1,1,1,1,1
G39000909727001,390099727001,G3900090972700,39009972700,1,1,1,1,1
G39000909727002,390099727002,G3900090972700,39009972700,1,1,1,1,0.999896101992
G39000909727002,390099727002,G3900090972800,39009972800,0,0,0,0,7.224942e-5
G39000909727002,390099727002,G3900090972600,39009972600,0,0,0,0,3.1648589e-5
G39000909727003,390099727003,G3900090972700,39009972700,1,1,1,1,1
G39000909728001,390099728001,G3900090972800,39009972800,1,1,1,1,1
G39000909728002,390099728002,G3900090972800,39009972800,1,1,1,1,1
G39000909728003,390099728003,G3900090972800,39009972800,1,1,1,1,1
G39000909729001,390099729001,G3900090972900,39009972900,1,1,1,1,1
G39000909729002,390099729002,G3900090972900,39009972900,1,1,1,1,1
G39000909729003,390099729003,G3900090972900,39009972900,1,1,1,1,1
G39000909729004,390099729004,G3900090972900,39009972900,1,1,1,1,1
G39000909730001,390099730001,G3900090973000,39009973000,0.867659947415,0.871351351351,0.871939736347,0.859402460457,0.844451656684
G39000909730001,390099730001,G3900090973902,39009973902,0.132340052585,0.128648648649,0.128060263653,0.140597539543,0.155548343316
G39000909730002,390099730002,G3900090973000,39009973000,1,1,1,1,1
G39000909731011,390099731011,G3900090973101,39009973101,1,1,1,1,1
G39000909731012,390099731012,G3900090973101,39009973101,0.994106813996,0.99434815373,0.994434137291,0.99512987013,0.891542841272
G39000909731012,390099731012,G3900090973200,39009973200,0.005893186004,0.00565184627,0.005565862709,0.00487012987,0.108457158728
G39000909732001,390099732001,G3900090973200,39009973200,1,1,1,1,1
G39000909732002,390099732002,G3900090973200,39009973200,1,1,1,1,1
G39000909732003,390099732003,G3900090973200,39009973200,1,1,1,1,1
G39000909732004,390099732004,G3900090973200,39009973200,1,1,1,1,0.978297915237
G39000909732004,390099732004,G3900090973300,39009973300,0,0,0,0,0.021702084763
G39000909733001,390099733001,G3900090973300,39009973300,1,1,1,1,1
G39000909733002,390099733002,G3900090973300,39009973300,1,1,1,1,0.998914888669
G39000909733002,390099733002,G3900090973400,39009973400,0,0,0,0,0.001085111331
G39000909733003,390099733003,G3900090973300,39009973300,1,1,1,1,0.999065971922
G39000909733003,390099733003,G3900090973200,39009973200,0,0,0,0,9.34028078e-4
G39000909734001,390099734001,G3900090973400,39009973400,1,1,1,1,0.995469241748
G39000909734001,390099734001,G3900090973300,39009973300,0,0,0,0,0.004530758252
G39000909734002,390099734002,G3900090973400,39009973400,1,1,1,1,1
G39000909734003,390099734003,G3900090973400,39009973400,0.99917695473299994,1,0.995918367347,0.996370235935,0.998006361769
G39000909734003,390099734003,G3900090972700,39009972700,8.23045267e-4,0,0.004081632653,0.003629764065,0.001993638231
G39000909735001,390099735001,G3900090973500,39009973500,1,1,1,1,1
G39000909735002,390099735002,G3900090973500,39009973500,1,1,1,1,1
G39000909735003,390099735003,G3900090973500,39009973500,1,1,1,1,1
G39000909736001,390099736001,G3900090973600,39009973600,1,1,1,1,1
G39000909736002,390099736002,G3900090973600,39009973600,1,1,1,1,1
G39000909736003,390099736003,G3900090973600,39009973600,1,1,1,1,1
G39000909737001,390099737001,G3900090973700,39009973700,1,1,1,1,1
G39000909737002,390099737002,G3900090973700,39009973700,1,1,1,1,1
G39000909737003,390099737003,G3900090973700,39009973700,1,1,1,1,1
G39000909738001,390099738001,G3900090973800,39009973800,1,1,1,1,1
G39000909738002,390099738002,G3900090973800,39009973800,1,1,1,1,1
G39000909738003,390099738003,G3900090973800,39009973800,1,1,1,1,1
G39000909738004,390099738004,G3900090973800,39009973800,1,1,1,1,1
G39000909739011,390099739011,G3900090973901,39009973901,1,1,1,1,1
G39000909739012,390099739012,G3900090973901,39009973901,1,1,1,1,1
G39000909739021,390099739021,G3900090973902,39009973902,1,1,1,1,1
G39000909739022,390099739022,G3900090973902,39009973902,1,1,1,1,1
G39001100401001,390110401001,G3900110040100,39011040100,1,1,1,1,1
G39001100401002,390110401002,G3900110040100,39011040100,1,1,1,1,1
G39001100401003,390110401003,G3900110040100,39011040100,1,1,1,1,1
G39001100401004,390110401004,G3900110040100,39011040100,1,1,1,1,1
G39001100402001,390110402001,G3900110040200,39011040200,1,1,1,1,1
G39001100402002,390110402002,G3900110040200,39011040200,1,1,1,1,0.999153273286
G39001100402002,390110402002,G3900110041100,39011041100,0,0,0,0,8.46726714e-4
G39001100402003,390110402003,G3900110040200,39011040200,1,1,1,1,1
G39001100403001,390110403001,G3900110040300,39011040300,1,1,1,1,0.993727536125
G39001100403001,390110403001,G3900110041100,39011041100,0,0,0,0,0.006272463875
G39001100403002,390110403002,G3900110040300,39011040300,1,1,1,1,1
G39001100404001,390110404001,G3900110040400,39011040400,1,1,1,1,1
G39001100404002,390110404002,G3900110040400,39011040400,1,1,1,1,1
G39001100404003,390110404003,G3900110040400,39011040400,1,1,1,1,1
G39001100404004,390110404004,G3900110040400,39011040400,1,1,1,1,1
G39001100405001,390110405001,G3900110040500,39011040500,1,1,1,1,1
G39001100405002,390110405002,G3900110040500,39011040500,1,1,1,1,1
G39001100405003,390110405003,G3900110040500,39011040500,1,1,1,1,1
G39001100405004,390110405004,G3900110040500,39011040500,1,1,1,1,1
G39001100406001,390110406001,G3900110040600,39011040600,1,1,1,1,1
G39001100406002,390110406002,G3900110040600,39011040600,1,1,1,1,1
G39001100406003,390110406003,G3900110040600,39011040600,1,1,1,1,1
G39001100406004,390110406004,G3900110040600,39011040600,1,1,1,1,1
G39001100409001,390110409001,G3900110040900,39011040900,1,1,1,1,1
G39001100409002,390110409002,G3900110040900,39011040900,1,1,1,1,1
G39001100409003,390110409003,G3900110040900,39011040900,1,1,1,1,1
G39001100410001,390110410001,G3900110041000,39011041000,1,1,1,1,1
G39001100410002,390110410002,G3900110041000,39011041000,1,1,1,1,1
G39001100410003,390110410003,G3900110041000,39011041000,1,1,1,1,1
G39001100411001,390110411001,G3900110041100,39011041100,1,1,1,1,1
G39001100411002,390110411002,G3900110041100,39011041100,1,1,1,1,1
G39001100411003,390110411003,G3900110041100,39011041100,1,1,1,1,1
G39001100411004,390110411004,G3900110041100,39011041100,1,1,1,1,1
G39001100412011,390110412011,G3900110041201,39011041201,1,1,1,1,1
G39001100412012,390110412012,G3900110041201,39011041201,1,1,1,1,1
G39001100412021,390110412021,G3900110041202,39011041202,1,1,1,1,1
G39001100412022,390110412022,G3900110041202,39011041202,1,1,1,1,1
G39001100412023,390110412023,G3900110041202,39011041202,0.99999171998,1,1,0.999980586846,0.985930896749
G39001100412023,390110412023,G3900110041201,39011041201,8.28002e-6,0,0,1.9413154e-5,0.014069103251
G39001100412024,390110412024,G3900110041202,39011041202,1,1,1,1,1
G39001100412025,390110412025,G3900110041202,39011041202,1,1,1,1,1
G39001300101001,390130101001,G3900130010100,39013010100,1,1,1,1,1
G39001300101002,390130101002,G3900130010100,39013010100,1,1,1,1,1
G39001300101003,390130101003,G3900130010100,39013010100,1,1,1,1,1
G39001300101004,390130101004,G3900130010100,39013010100,1,1,1,1,1
G39001300101005,390130101005,G3900130010100,39013010100,1,1,1,1,1
G39001300101006,390130101006,G3900130010100,39013010100,1,1,1,1,1
G39001300102001,390130102001,G3900130010200,39013010200,1,1,1,1,1
G39001300102002,390130102002,G3900130010200,39013010200,1,1,1,1,1
G39001300102003,390130102003,G3900130010200,39013010200,1,1,1,1,1
G39001300102004,390130102004,G3900130010200,39013010200,1,1,1,1,1
G39001300103001,390130103001,G3900130010300,39013010300,1,1,1,1,1
G39001300103002,390130103002,G3900130010300,39013010300,1,1,1,1,1
G39001300103003,390130103003,G3900130010300,39013010300,1,1,1,1,1
G39001300106001,390130106001,G3900130010600,39013010600,1,1,1,1,1
G39001300106002,390130106002,G3900130010600,39013010600,1,1,1,1,1
G39001300106003,390130106003,G3900130010600,39013010600,1,1,1,1,1
G39001300107001,390130107001,G3900130010700,39013010700,1,1,1,1,1
G39001300107002,390130107002,G3900130010700,39013010700,1,1,1,1,1
G39001300107003,390130107003,G3900130010700,39013010700,1,1,1,1,1
G39001300108021,390130108021,G3900130010802,39013010802,1,1,1,1,1
G39001300108022,390130108022,G3900130010802,39013010802,0.995046411862,0.996338259468,0.996523195858,0.99701729974,0.996474370235
G39001300108022,390130108022,G3900130010900,39013010900,0.004953588138,0.003661740532,0.003476804142,0.00298270026,0.003525629765
G39001300109011,390130109011,G3900130010900,39013010900,1,1,1,1,0.999995318441
G39001300109011,390130109011,G3900130010802,39013010802,0,0,0,0,4.681559e-6
G39001300109021,390130109021,G3900130010900,39013010900,1,1,1,1,1
G39001300109022,390130109022,G3900130010900,39013010900,1,1,1,1,1
