bg2020gj,bg2020ge,tr2010gj,tr2010ge,wt_pop,wt_adult,wt_hh,wt_hu,parea
G39004300416003,390430416003,G3900430041600,39043041600,0.999990374972,0.999991278244,0.999993717053,0.999994134824,0.999884139431
G39004300416003,390430416003,G3900430041700,39043041700,9.625028e-6,8.721756e-6,6.282947e-6,5.865176e-6,1.15860569e-4
G39004300417011,390430417011,G3900430041700,39043041700,1,1,1,1,1
G39004300417012,390430417012,G3900430041700,39043041700,1,1,1,1,0.999233705822
G39004300417012,390430417012,G3900430041600,39043041600,0,0,0,0,7.66294178e-4
G39004300417013,390430417013,G3900430041700,39043041700,1,1,1,1,1
G39004300417021,390430417021,G3900430041700,39043041700,1,1,1,1,1
G39004300417022,390430417022,G3900430041700,39043041700,1,1,1,1,1
G39004300417023,390430417023,G3900430041700,39043041700,1,1,1,1,1
G39004300418001,390430418001,G3900430041800,39043041800,1,1,1,1,1
G39004300418002,390430418002,G3900430041800,39043041800,1,1,1,1,1
G39004300418003,390430418003,G3900430041800,39043041800,1,1,1,1,1
G39004300418004,390430418004,G3900430041800,39043041800,1,1,1,1,1
G39004300418005,390430418005,G3900430041800,39043041800,1,1,1,1,1
G39004300419001,390430419001,G3900430041500,39043041500,1,1,1,1,1
G39004300419002,390430419002,G3900430041500,39043041500,1,1,1,1,1
G39004300419003,390430419003,G3900430040600,39043040600,1,1,1,1,1
G39004300419004,390430419004,G3900430040600,39043040600,1,1,1,1,1
G39004309901000,390439901000,G3900430990100,39043990100,1,1,1,1,1
G39004500301001,390450301001,G3900450030100,39045030100,1,1,1,1,1
G39004500301002,390450301002,G3900450030100,39045030100,1,1,1,1,1
G39004500301003,390450301003,G3900450030100,39045030100,1,1,1,1,1
G39004500301004,390450301004,G3900450030100,39045030100,1,1,1,1,1
G39004500302001,390450302001,G3900450030200,39045030200,1,1,1,1,1
G39004500302002,390450302002,G3900450030200,39045030200,1,1,1,1,1
G39004500303001,390450303001,G3900450030300,39045030300,1,1,1,1,1
G39004500303002,390450303002,G3900450030300,39045030300,1,1,1,1,1
G39004500303003,390450303003,G3900450030300,39045030300,1,1,1,1,1
G39004500304001,390450304001,G3900450030400,39045030400,1,1,1,1,1
G39004500304002,390450304002,G3900450030400,39045030400,1,1,1,1,1
G39004500304003,390450304003,G3900450030400,39045030400,1,1,1,1,1
G39004500306011,390450306011,G3900450030600,39045030600,1,1,1,1,1
G39004500306012,390450306012,G3900450030600,39045030600,1,1,1,1,1
G39004500306013,390450306013,G3900450030600,39045030600,1,1,1,1,1
G39004500306021,390450306021,G3900450030600,39045030600,1,1,1,1,1
G39004500306022,390450306022,G3900450030600,39045030600,1,1,1,1,1
G39004500307001,390450307001,G3900450030700,39045030700,1,1,1,1,1
G39004500307002,390450307002,G3900450030700,39045030700,1,1,1,1,1
G39004500307003,390450307003,G3900450030700,39045030700,1,1,1,1,1
G39004500308001,390450308001,G3900450030800,39045030800,1,1,1,1,1
G39004500308002,390450308002,G3900450030800,39045030800,1,1,1,1,1
G39004500308003,390450308003,G3900450030800,39045030800,1,1,1,1,1
G39004500309011,390450309011,G3900450030900,39045030900,1,1,1,1,1
G39004500309012,390450309012,G3900450030900,39045030900,1,1,1,1,1
G39004500309013,390450309013,G3900450030900,39045030900,1,1,1,1,1
G39004500309021,390450309021,G3900450030900,39045030900,1,1,1,1,1
G39004500309022,390450309022,G3900450030900,39045030900,1,1,1,1,1
G39004500309023,390450309023,G3900450030900,39045030900,1,1,1,1,1
G39004500310001,390450310001,G3900450031000,39045031000,1,1,1,1,1
G39004500310002,390450310002,G3900450031000,39045031000,1,1,1,1,1
G39004500310003,390450310003,G3900450031000,39045031000,1,1,1,1,1
G39004500311001,390450311001,G3900450031100,39045031100,1,1,1,1,1
G39004500311002,390450311002,G3900450031100,39045031100,1,1,1,1,1
G39004500311003,390450311003,G3900450031100,39045031100,1,1,1,1,1
G39004500311004,390450311004,G3900450031100,39045031100,1,1,1,1,1
G39004500312001,390450312001,G3900450031200,39045031200,1,1,1,1,1
G39004500312002,390450312002,G3900450031200,39045031200,1,1,1,1,1
G39004500312003,390450312003,G3900450031200,39045031200,1,1,1,1,1
G39004500312004,390450312004,G3900450031200,39045031200,1,1,1,1,1
G39004500313001,390450313001,G3900450031300,39045031300,1,1,1,1,1
G39004500313002,390450313002,G3900450031300,39045031300,1,1,1,1,1
G39004500313003,390450313003,G3900450031300,39045031300,1,1,1,1,1
G39004500314011,390450314011,G3900450031400,39045031400,1,1,1,1,1
G39004500314021,390450314021,G3900450031400,39045031400,1,1,1,1,1
G39004500314022,390450314022,G3900450031400,39045031400,1,1,1,1,1
G39004500314023,390450314023,G3900450031400,39045031400,1,1,1,1,1
G39004500315001,390450315001,G3900450030900,39045030900,0.001005997377,0.00101938278,0.001043317174,9.86585073e-4,0.005218608047
G39004500315001,390450315001,G3900450031500,39045031500,0.998994002623,0.99898061722,0.998956682826,0.999013414927,0.994781391953
G39004500315002,390450315002,G3900450031500,39045031500,1,1,1,1,0.988002163314
G39004500315002,390450315002,G3900450030900,39045030900,0,0,0,0,0.011997836686
G39004500316001,390450316001,G3900450031600,39045031600,1,1,1,1,1
G39004500316002,390450316002,G3900450031600,39045031600,1,1,1,1,1
G39004500316003,390450316003,G3900450031600,39045031600,1,1,1,1,1
G39004500316004,390450316004,G3900450031600,39045031600,1,1,1,1,1
G39004500317001,390450317001,G3900450031700,39045031700,1,1,1,1,1
G39004500317002,390450317002,G3900450031700,39045031700,1,1,1,1,1
G39004500317003,390450317003,G3900450031700,39045031700,1,1,1,1,1
G39004500317004,390450317004,G3900450031700,39045031700,1,1,1,1,1
G39004500317005,390450317005,G3900450031700,39045031700,1,1,1,1,1
G39004500320001,390450320001,G3900450032000,39045032000,1,1,1,1,1
G39004500320002,390450320002,G3900450032000,39045032000,1,1,1,1,1
G39004500320003,390450320003,G3900450032000,39045032000,1,1,1,1,1
G39004500320004,390450320004,G3900450032000,39045032000,1,1,1,1,1
G39004500321001,390450321001,G3900450032100,39045032100,1,1,1,1,1
G39004500321002,390450321002,G3900450032100,39045032100,1,1,1,1,1
G39004500321003,390450321003,G3900450032100,39045032100,1,1,1,1,1
G39004500322001,390450322001,G3900450032200,39045032200,1,1,1,1,1
G39004500322002,390450322002,G3900450032200,39045032200,1,1,1,1,1
G39004500322003,390450322003,G3900450032200,39045032200,1,1,1,1,1
G39004500323001,390450323001,G3900450032300,39045032300,1,1,1,1,1
G39004500323002,390450323002,G3900450032300,39045032300,1,1,1,1,1
G39004500323003,390450323003,G3900450032300,39045032300,1,1,1,1,1
G39004500323004,390450323004,G3900450032300,39045032300,1,1,1,1,1
G39004500325011,390450325011,G3900450032500,39045032500,1,1,1,1,1
G39004500325012,390450325012,G3900450032500,39045032500,1,1,1,1,1
G39004500325021,390450325021,G3900450032500,39045032500,1,1,1,1,1
G39004500325022,390450325022,G3900450032500,39045032500,1,1,1,1,1
G39004500326011,390450326011,G3900450032600,39045032600,1,1,1,1,1
G39004500326012,390450326012,G3900450032600,39045032600,1,1,1,1,1
G39004500326021,390450326021,G3900450032600,39045032600,1,1,1,1,1
G39004500326022,390450326022,G3900450032600,39045032600,1,1,1,1,1
G39004500327011,390450327011,G3900450032701,39045032701,1,1,1,1,1
G39004500327012,390450327012,G3900450032701,39045032701,1,1,1,1,1
G39004500327013,390450327013,G3900450032701,39045032701,1,1,1,1,1
G39004500327031,390450327031,G3900450032702,39045032702,1,1,1,1,1
G39004500327032,390450327032,G3900450032702,39045032702,1,1,1,1,1
G39004500327041,390450327041,G3900450032702,39045032702,1,1,1,1,0.999947146106
G39004500327041,390450327041,G3900450032701,39045032701,0,0,0,0,5.2853894e-5
G39004500327042,390450327042,G3900450032702,39045032702,1,1,1,1,1
G39004500327043,390450327043,G3900450032702,39045032702,1,1,1,1,1
G39004500328001,390450328001,G3900450032800,39045032800,1,1,1,1,1
G39004500328002,390450328002,G3900450032800,39045032800,1,1,1,1,1
G39004500328003,390450328003,G3900450032800,39045032800,1,1,1,1,1
G39004500329011,390450329011,G3900450032900,39045032900,1,1,1,1,1
G39004500329012,390450329012,G3900450032900,39045032900,1,1,1,1,1
G39004500329013,390450329013,G3900450032900,39045032900,1,1,1,1,1
G39004500329021,390450329021,G3900450032900,39045032900,1,1,1,1,1
G39004500329022,390450329022,G3900450032900,39045032900,1,1,1,1,1
G39004500329023,390450329023,G3900450032900,39045032900,0.998288648032,0.998663697105,0.998949211909,0.998976109215,0.999783195818
G39004500329023,390450329023,G3900450032702,39045032702,0.001711351968,0.001336302895,0.001050788091,0.001023890785,2.16804182e-4
G39004500329024,390450329024,G3900450032900,39045032900,1,1,1,1,1
G39004500330001,390450330001,G3900450033000,39045033000,1,1,1,1,1
G39004500330002,390450330002,G3900450033000,39045033000,1,1,1,1,1
G39004500331011,390450331011,G3900450033100,39045033100,1,1,1,1,1
G39004500331012,390450331012,G3900450033100,39045033100,1,1,1,1,1
G39004500331013,390450331013,G3900450033100,39045033100,1,1,1,1,1
G39004500331021,390450331021,G3900450033100,39045033100,1,1,1,1,1
G39004500331022,390450331022,G3900450033100,39045033100,1,1,1,1,1
G39004500331023,390450331023,G3900450033100,39045033100,1,1,1,1,1
G39004709258001,390479258001,G3900470925800,39047925800,1,1,1,1,1
G39004709258002,390479258002,G3900470925800,39047925800,1,1,1,1,1
G39004709258003,390479258003,G3900470925800,39047925800,1,1,1,1,1
G39004709259001,390479259001,G3900470925900,39047925900,0.979609929078,0.980615735462,0.983870967742,0.984581497797,0.99522487792
G39004709259001,390479259001,G3900470925800,39047925800,0.020390070922,0.019384264538,0.016129032258,0.015418502203,0.00477512208
G39004709259002,390479259002,G3900470925900,39047925900,1,1,1,1,1
G39004709259003,390479259003,G3900470925900,39047925900,1,1,1,1,1
G39004709260001,390479260001,G3900470926000,39047926000,1,1,1,1,1
G39004709260002,390479260002,G3900470926000,39047926000,1,1,1,1,1
G39004709260003,390479260003,G3900470926000,39047926000,1,1,1,1,1
G39004709260004,390479260004,G3900470926000,39047926000,1,1,1,1,1
G39004709261001,390479261001,G3900470926100,39047926100,1,1,1,1,1
G39004709261002,390479261002,G3900470926100,39047926100,1,1,1,1,1
G39004709261003,390479261003,G3900470926100,39047926100,1,1,1,1,1
G39004709261004,390479261004,G3900470926100,39047926100,1,1,1,1,1
G39004709262001,390479262001,G3900470926200,39047926200,1,1,1,1,1
G39004709262002,390479262002,G3900470926200,39047926200,1,1,1,1,1
G39004709262003,390479262003,G3900470926200,39047926200,1,1,1,1,1
G39004709262004,390479262004,G3900470926200,39047926200,1,1,1,1,1
G39004709263001,390479263001,G3900470926300,39047926300,1,1,1,1,1
G39004709263002,390479263002,G3900470926300,39047926300,1,1,1,1,1
G39004709263003,390479263003,G3900470926300,39047926300,1,1,1,1,1
G39004709263004,390479263004,G3900470926300,39047926300,1,1,1,1,1
G39004709264001,390479264001,G3900470926400,39047926400,1,1,1,1,1
G39004709264002,390479264002,G3900470926400,39047926400,1,1,1,1,1
G39004709264003,390479264003,G3900470926400,39047926400,1,1,1,1,1
G39004709264004,390479264004,G3900470926400,39047926400,1,1,1,1,1
G39004900001101,390490001101,G3900490000110,39049000110,1,1,1,1,1
G39004900001102,390490001102,G3900490000110,39049000110,1,1,1,1,1
G39004900001103,390490001103,G3900490000110,39049000110,1,1,1,1,1
G39004900001104,390490001104,G3900490000110,39049000110,1,1,1,1,1
G39004900001104,390490001104,G3900490007812,39049007812,0,0,0,0,0
G39004900001201,390490001201,G3900490000120,39049000120,1,1,1,1,0.990450110668
G39004900001201,390490001201,G3900490000110,39049000110,0,0,0,0,9.32947195e-4
G39004900001201,390490001201,G3900490007812,39049007812,0,0,0,0,0.008616942137
G39004900001202,390490001202,G3900490000120,39049000120,1,1,1,1,1
G39004900001203,390490001203,G3900490000120,39049000120,1,1,1,1,1
G39004900002101,390490002101,G3900490000210,39049000210,1,1,1,1,1
G39004900002102,390490002102,G3900490000210,39049000210,1,1,1,1,1
G39004900002103,390490002103,G3900490000210,39049000210,1,1,1,1,1
G39004900002104,390490002104,G3900490000210,39049000210,1,1,1,1,1
G39004900002201,390490002201,G3900490000220,39049000220,1,1,1,1,1
G39004900002202,390490002202,G3900490000220,39049000220,1,1,1,1,1
G39004900002203,390490002203,G3900490000220,39049000220,1,1,1,1,1
G39004900002204,390490002204,G3900490000220,39049000220,1,1,1,1,1
G39004900002204,390490002204,G3900490007812,39049007812,0,0,0,0,0
G39004900003101,390490003101,G3900490000310,39049000310,1,1,1,1,1
G39004900003102,390490003102,G3900490000310,39049000310,1,1,1,1,1
G39004900003201,390490003201,G3900490000320,39049000320,1,1,1,1,1
G39004900003202,390490003202,G3900490000320,39049000320,1,1,1,1,1
G39004900003301,390490003301,G3900490000330,39049000330,1,1,1,1,1
G39004900003302,390490003302,G3900490000330,39049000330,1,1,1,1,1
G39004900003303,390490003303,G3900490000330,39049000330,1,1,1,1,1
G39004900004101,390490004101,G3900490000410,39049000410,1,1,1,1,1
G39004900004101,390490004101,G3900490007812,39049007812,0,0,0,0,0
G39004900004101,390490004101,G3900490007820,39049007820,0,0,0,0,0
G39004900004102,390490004102,G3900490000410,39049000410,1,1,1,1,1
G39004900004102,390490004102,G3900490007820,39049007820,0,0,0,0,0
G39004900004201,390490004201,G3900490000420,39049000420,1,1,1,1,1
G39004900004202,390490004202,G3900490000420,39049000420,1,1,1,1,1
G39004900004203,390490004203,G3900490000420,39049000420,1,1,1,1,1
G39004900004204,390490004204,G3900490000420,39049000420,1,1,1,1,1
G39004900005001,390490005001,G3900490000500,39049000500,1,1,1,1,1
G39004900005002,390490005002,G3900490000500,39049000500,0.997281078247,0.997318810222,0.996991606836,0.996991606836,0.997806226139
G39004900005002,390490005002,G3900490000600,39049000600,0.002718921753,0.002681189778,0.003008393164,0.003008393164,0.002193773861
G39004900005003,390490005003,G3900490000500,39049000500,1,1,1,1,1
G39004900005004,390490005004,G3900490000500,39049000500,1,1,1,1,0.993008102442
G39004900005004,390490005004,G3900490007820,39049007820,0,0,0,0,0.006991897558
G39004900006001,390490006001,G3900490000600,39049000600,1,1,1,1,1
G39004900006002,390490006002,G3900490000600,39049000600,1,1,1,1,1
G39004900006003,390490006003,G3900490000600,39049000600,1,1,1,1,1
G39004900006004,390490006004,G3900490000600,39049000600,1,1,1,1,1
G39004900006004,390490006004,G3900490001122,39049001122,0,0,0,0,0
G39004900006005,390490006005,G3900490000600,39049000600,1,1,1,1,1
G39004900007101,390490007101,G3900490000710,39049000710,1,1,1,1,1
G39004900007102,390490007102,G3900490000710,39049000710,1,1,1,1,1
G39004900007103,390490007103,G3900490000710,39049000710,1,1,1,1,1
G39004900007104,390490007104,G3900490000710,39049000710,1,1,1,1,1
G39004900007201,390490007201,G3900490000720,39049000720,1,1,1,1,1
G39004900007202,390490007202,G3900490000720,39049000720,1,1,1,1,1
G39004900007203,390490007203,G3900490000720,39049000720,1,1,1,1,1
G39004900007301,390490007301,G3900490000730,39049000730,1,1,1,1,1
G39004900007302,390490007302,G3900490000730,39049000730,1,1,1,1,1
G39004900007303,390490007303,G3900490000730,39049000730,1,1,1,1,1
G39004900007304,390490007304,G3900490000730,39049000730,1,1,1,1,1
G39004900008101,390490008101,G3900490000810,39049000810,1,1,1,1,1
G39004900008102,390490008102,G3900490000810,39049000810,1,1,1,1,1
G39004900008103,390490008103,G3900490000810,39049000810,1,1,1,1,1
G39004900008201,390490008201,G3900490000820,39049000820,1,1,1,1,1
G39004900008202,390490008202,G3900490000820,39049000820,1,1,1,1,1
G39004900008203,390490008203,G3900490000820,39049000820,1,1,1,1,1
G39004900009101,390490009101,G3900490000910,39049000910,1,1,1,1,1
G39004900009102,390490009102,G3900490000910,39049000910,1,1,1,1,1
G39004900009103,390490009103,G3900490000910,39049000910,1,1,1,1,1
G39004900009104,390490009104,G3900490000910,39049000910,1,1,1,1,1
G39004900009201,390490009201,G3900490000920,39049000920,1,1,1,1,1
G39004900009202,390490009202,G3900490000920,39049000920,1,1,1,1,1
G39004900010001,390490010001,G3900490001000,39049001000,1,1,1,1,1
G39004900010002,390490010002,G3900490001000,39049001000,1,1,1,1,1
G39004900010003,390490010003,G3900490001000,39049001000,1,1,1,1,1
G39004900010004,390490010004,G3900490001000,39049001000,1,1,1,1,1
G39004900010005,390490010005,G3900490001000,39049001000,1,1,1,1,1
G39004900010006,390490010006,G3900490001000,39049001000,1,1,1,1,1
G39004900011101,390490011101,G3900490001110,39049001110,1,1,1,1,1
G39004900011102,390490011102,G3900490001110,39049001110,1,1,1,1,1
G39004900011103,390490011103,G3900490001110,39049001110,1,1,1,1,1
G39004900011103,390490011103,G3900490001122,39049001122,0,0,0,0,0
G39004900011211,390490011211,G3900490001121,39049001121,1,1,1,1,1
G39004900011212,390490011212,G3900490001121,39049001121,1,1,1,1,1
G39004900011213,390490011213,G3900490001121,39049001121,1,1,1,1,1
G39004900011221,390490011221,G3900490001122,39049001122,0.982780771575,0.983352301812,0.979952171228,0.983461796464,0.993454162103
G39004900011221,390490011221,G3900490006430,39049006430,0,0,0,0,3.9183664e-5
G39004900011221,390490011221,G3900490006323,39049006323,0.017219228425,0.016647698188,0.020047828772,0.016538203536,0.003882136325
G39004900011221,390490011221,G3900490006500,39049006500,0,0,0,0,4.9816418e-5
G39004900011221,390490011221,G3900490007830,39049007830,0,0,0,0,0.00257470149
G39004900011222,390490011222,G3900490001122,39049001122,1,1,1,1,1
G39004900012001,390490012001,G3900490001200,39049001200,1,1,1,1,1
G39004900012002,390490012002,G3900490001200,39049001200,1,1,1,1,1
G39004900012003,390490012003,G3900490001200,39049001200,1,1,1,1,1
G39004900012004,390490012004,G3900490001200,39049001200,1,1,1,1,1
G39004900013011,390490013011,G3900490001300,39049001300,1,1,1,1,1
G39004900013012,390490013012,G3900490001300,39049001300,1,1,1,1,1
G39004900013021,390490013021,G3900490001300,39049001300,1,1,1,1,1
G39004900013022,390490013022,G3900490001300,39049001300,1,1,1,1,1
G39004900013023,390490013023,G3900490001300,39049001300,1,1,1,1,1
G39004900014001,390490014001,G3900490001400,39049001400,1,1,1,1,1
G39004900014002,390490014002,G3900490001400,39049001400,1,1,1,1,1
G39004900015001,390490015001,G3900490001500,39049001500,1,1,1,1,1
G39004900015002,390490015002,G3900490001500,39049001500,1,1,1,1,1
G39004900015003,390490015003,G3900490001500,39049001500,1,1,1,1,1
G39004900016001,390490016001,G3900490001600,39049001600,1,1,1,1,1
G39004900016002,390490016002,G3900490001600,39049001600,1,1,1,1,1
G39004900017001,390490017001,G3900490001700,39049001700,1,1,1,1,1
G39004900017002,390490017002,G3900490001700,39049001700,1,1,1,1,1
G39004900017003,390490017003,G3900490001700,39049001700,1,1,1,1,1
G39004900018101,390490018101,G3900490001810,39049001810,1,1,1,1,1
G39004900018102,390490018102,G3900490001810,39049001810,1,1,1,1,1
G39004900018103,390490018103,G3900490001810,39049001810,1,1,1,1,1
G39004900018104,390490018104,G3900490001810,39049001810,1,1,1,1,1
G39004900018105,390490018105,G3900490001810,39049001810,1,1,1,1,1
G39004900018201,390490018201,G3900490001820,39049001820,1,1,1,1,1
G39004900018202,390490018202,G3900490001820,39049001820,1,1,1,1,1
G39004900018203,390490018203,G3900490001820,39049001820,0.999970176374,1,0.999833562607,0.999841214901,0.991036036234
G39004900018203,390490018203,G3900490001901,39049001901,2.9823626e-5,0,1.66437393e-4,1.58785099e-4,0.008963963766
G39004900019011,390490019011,G3900490001901,39049001901,1,1,1,1,1
G39004900019012,390490019012,G3900490001901,39049001901,0.971805245042,0.970296495613,0.963559621474,0.961931874804,0.945684594487
G39004900019012,390490019012,G3900490008500,39049008500,0.028194754958,0.029703504387,0.036440378526,0.038068125196,0.054315405513
G39004900019013,390490019013,G3900490001901,39049001901,1,1,0.998903508772,0.998997995992,0.946754287026
G39004900019013,390490019013,G3900490008500,39049008500,0,0,0.001096491228,0.001002004008,0.053245712974
G39004900019021,390490019021,G3900490001902,39049001902,0.972303406968,0.974531606467,0.977419987977,0.976878087951,0.906289080819
G39004900019021,390490019021,G3900490006600,39049006600,0.027696593032,0.025468393533,0.022580012023,0.023121912049,0.093710919181
G39004900019022,390490019022,G3900490001902,39049001902,1,1,1,1,1
G39004900019023,390490019023,G3900490001902,39049001902,1,1,1,1,1
G39004900019024,390490019024,G3900490001902,39049001902,0.963746850621,0.964298610486,0.970610933378,0.971875812214,0.93550211477
G39004900019024,390490019024,G3900490008500,39049008500,0.031098965157,0.030669571377,0.025360668891,0.023755042127,0.050046667199
G39004900019024,390490019024,G3900490008400,39049008400,0.005154184222,0.005031818137,0.004028397731,0.004369145659,0.014451218031
G39004900020001,390490020001,G3900490002000,39049002000,1,1,1,1,1
G39004900020002,390490020002,G3900490002000,39049002000,1,1,1,1,1
G39004900020003,390490020003,G3900490002000,39049002000,1,1,1,1,1
G39004900020003,390490020003,G3900490001901,39049001901,0,0,0,0,0
G39004900021001,390490021001,G3900490002100,39049002100,1,1,1,1,1
G39004900021002,390490021002,G3900490002100,39049002100,1,1,1,1,1
G39004900022001,390490022001,G3900490002200,39049002200,0.75234521576,0.755268524813,0.75612244898,0.761045987376,0.7147118496
G39004900022001,390490022001,G3900490003000,39049003000,0.24765478424,0.244731475187,0.24387755102,0.238954012624,0.2852881504
G39004900022002,390490022002,G3900490002200,39049002200,0.535820895522,0.529683885891,0.507373020208,0.504522613065,0.646876428528
G39004900022002,390490022002,G3900490003000,39049003000,0.464179104478,0.470316114109,0.492626979792,0.495477386935,0.353123571472
G39004900023001,390490023001,G3900490002300,39049002300,1,1,1,1,1
G39004900023002,390490023002,G3900490002300,39049002300,1,1,1,1,0.999896128685
G39004900023002,390490023002,G3900490002900,39049002900,0,0,0,0,1.03871315e-4
G39004900025101,390490025101,G3900490002510,39049002510,1,1,1,1,1
G39004900025102,390490025102,G3900490002510,39049002510,1,1,1,1,1
G39004900025103,390490025103,G3900490002510,39049002510,1,1,1,1,1
G39004900025201,390490025201,G3900490002520,39049002520,1,1,1,1,1
G39004900025202,390490025202,G3900490002520,39049002520,1,1,1,1,1
G39004900025203,390490025203,G3900490002520,39049002520,1,1,1,1,1
G39004900026001,390490026001,G3900490002600,39049002600,0.999949222313,0.999942560849,0.999975670028,0.999979547314,0.999963347501
G39004900026001,390490026001,G3900490009100,39049009100,5.0777687e-5,5.7439151e-5,2.4329972e-5,2.0452686e-5,3.6652499e-5
G39004900026002,390490026002,G3900490002600,39049002600,1,1,1,1,1
G39004900026002,390490026002,G3900490002520,39049002520,0,0,0,0,0
G39004900026003,390490026003,G3900490002600,39049002600,1,1,1,1,0.998690501041
G39004900026003,390490026003,G3900490980000,39049980000,0,0,0,0,0.001309498959
G39004900027101,390490027101,G3900490002710,39049002710,1,1,1,1,1
G39004900027102,390490027102,G3900490002710,39049002710,1,1,1,1,1
G39004900027301,390490027301,G3900490002730,39049002730,1,1,1,1,1
G39004900027302,390490027302,G3900490002730,39049002730,1,1,1,1,1
G39004900027401,390490027401,G3900490002740,39049002740,1,1,1,1,1
G39004900027402,390490027402,G3900490002740,39049002740,1,1,1,1,1
G39004900027403,390490027403,G3900490002740,39049002740,1,1,1,1,1
G39004900027501,390490027501,G3900490002750,39049002750,1,1,1,1,1
G39004900027502,390490027502,G3900490002750,39049002750,1,1,1,1,1
G39004900027601,390490027601,G3900490002760,39049002760,1,1,1,1,1
G39004900027602,390490027602,G3900490002760,39049002760,1,1,1,1,1
G39004900027603,390490027603,G3900490002760,39049002760,1,1,1,1,1
G39004900027701,390490027701,G3900490002770,39049002770,1,1,1,1,1
G39004900027702,390490027702,G3900490002770,39049002770,1,1,1,1,1
G39004900027801,390490027801,G3900490002780,39049002780,1,1,1,1,1
G39004900027802,390490027802,G3900490002780,39049002780,1,1,1,1,1
G39004900028001,390490028001,G3900490002800,39049002800,1,1,1,1,1
G39004900028002,390490028002,G3900490002800,39049002800,1,1,1,1,1
G39004900028003,390490028003,G3900490002800,39049002800,1,1,1,1,1
G39004900029001,390490029001,G3900490002900,39049002900,1,1,1,1,1
G39004900029002,390490029002,G3900490002900,39049002900,0.904522613065,0.916559691913,0.968864468864,0.924924924925,0.794510435936
G39004900029002,390490029002,G3900490003000,39049003000,0.095477386935,0.083440308087,0.031135531136,0.075075075075,0.205489564064
G39004900030001,390490030001,G3900490003000,39049003000,1,1,1,1,1
G39004900030002,390490030002,G3900490003000,39049003000,1,1,1,1,1
G39004900030003,390490030003,G3900490003000,39049003000,1,1,1,1,1
G39004900030004,390490030004,G3900490003000,39049003000,1,1,1,1,1
G39004900030004,390490030004,G3900490004200,39049004200,0,0,0,0,0
G39004900032001,390490032001,G3900490003200,39049003200,1,1,1,1,1
G39004900032002,390490032002,G3900490003200,39049003200,1,1,1,1,0.999698211331
G39004900032002,390490032002,G3900490001901,39049001901,0,0,0,0,3.01788669e-4
G39004900032002,390490032002,G3900490004200,39049004200,0,0,0,0,0
G39004900036001,390490036001,G3900490003600,39049003600,1,1,1,1,1
G39004900036002,390490036002,G3900490003600,39049003600,0.71186440678,0.703815261044,0.68253968254,0.679746835443,0.692018137143
G39004900036002,390490036002,G3900490003000,39049003000,0.28813559322,0.296184738956,0.31746031746,0.320253164557,0.307981862857
G39004900037001,390490037001,G3900490003700,39049003700,1,1,1,1,1
G39004900037002,390490037002,G3900490003700,39049003700,1,1,1,1,1
G39004900037003,390490037003,G3900490003700,39049003700,1,1,1,1,1
G39004900037004,390490037004,G3900490003700,39049003700,1,1,1,1,1
G39004900037005,390490037005,G3900490003700,39049003700,1,1,1,1,1
G39004900038001,390490038001,G3900490003800,39049003800,0.955898566703,0.952264381885,0.952380952381,0.941520467836,0.908496886683
G39004900038001,390490038001,G3900490004000,39049004000,0.044101433297,0.047735618115,0.047619047619,0.058479532164,0.091503113317
G39004900038002,390490038002,G3900490003800,39049003800,1,1,1,1,1
G39004900040011,390490040011,G3900490004000,39049004000,1,1,1,1,1
G39004900040012,390490040012,G3900490004000,39049004000,1,1,1,1,1
G39004900040021,390490040021,G3900490004000,39049004000,1,1,1,1,1
G39004900040022,390490040022,G3900490004000,39049004000,1,1,1,1,1
G39004900042001,390490042001,G3900490004200,39049004200,1,1,1,1,1
G39004900043011,390490043011,G3900490004300,39049004300,0.984168865435,0.983761840325,0.997635933806,0.997732426304,0.93746721215
G39004900043011,390490043011,G3900490008400,39049008400,0.015831134565,0.016238159675,0.002364066194,0.002267573696,0.06253278785
G39004900043012,390490043012,G3900490004300,39049004300,1,1,1,1,0.999198523528
G39004900043012,390490043012,G3900490008400,39049008400,0,0,0,0,8.01476472e-4
G39004900043013,390490043013,G3900490004300,39049004300,1,1,1,1,1
G39004900043013,390490043013,G3900490008400,39049008400,0,0,0,0,0
G39004900043021,390490043021,G3900490003200,39049003200,0,0,0,0,0.002908375946
G39004900043021,390490043021,G3900490004300,39049004300,1,1,1,1,0.989215991486
G39004900043021,390490043021,G3900490008241,39049008241,0,0,0,0,0.004929722068
G39004900043021,390490043021,G3900490004200,39049004200,0,0,0,0,0.0029459105
G39004900043022,390490043022,G3900490004300,39049004300,1,1,1,1,1
G39004900043023,390490043023,G3900490004300,39049004300,1,1,1,1,1
G39004900045001,390490045001,G3900490004500,39049004500,1,1,1,1,1
G39004900045002,390490045002,G3900490004500,39049004500,1,1,1,1,1
G39004900045003,390490045003,G3900490004500,39049004500,1,1,1,1,1
G39004900045004,390490045004,G3900490004500,39049004500,1,1,1,1,1
G39004900045005,390490045005,G3900490004500,39049004500,1,1,1,1,1
G39004900046101,390490046101,G3900490004610,39049004610,1,1,1,1,1
G39004900046102,390490046102,G3900490004610,39049004610,1,1,1,1,1
G39004900046103,390490046103,G3900490004610,39049004610,1,1,1,1,1
G39004900046104,390490046104,G3900490004610,39049004610,1,1,1,1,1
