"","X","GEOID","aian_2021","asian_2021","hhlivingalone_2021","black_2021","blackmedianincome_2021","blackpoverty_2021","familyhouseholds_2021","fouryeardegree_2021","graddegree_2021","hsgrad_2021","latino_2021","latinopoverty_2021","lessthanhs_2021","medianage_2021","grossrent_2021","medianyearbuilt_2021","monthlyhousingcost_2021","multipleraces_2021","nonfamilyhouseholds_2021","numberofhousingunits_2021","over25population_2021","poverty_2021","totalpopulation_2021","vacantunits_2021","whitemalebach_2021","whitemalehs_2021","whitemalelessthanhs_2021","white_2021","white25andolder_2021","whitemedianincome_2021","whitepoverty_2021","whitefemalebach_2021","whitefemalehs_2021","whitefemalelessthanhs_2021","renters_2021","occupiedunits_2021","vacancyrate_2021","pctwhite_2021","pctblack_2021","pctlatino_2021","pctwhitepoverty_2021","pctblackpoverty_2021","pctlatinopoverty_2021","pctpoverty_2021","medianagehousing_2021","pctlessthanhs_2021","whitepctlessthanhs_2021","pcthsgrad_2021","whitepcthsgrad_2021","pctfouryeardegree_2021","whitepctbachabove_2021","pctgraddegree_2021","pctrenters_2021"
"21",21,390490003302,0,48,173,392,NA,NA,242,NA,NA,NA,83,NA,NA,36,716,1957,NA,71,194,490,NA,NA,1357,54,NA,NA,NA,617,NA,NA,NA,NA,NA,NA,642,1352,0.110204081632653,45.4679439941046,28.8872512896094,6.11643330876934,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,47.4852071005917
"22",22,390490003303,0,0,103,113,NA,NA,241,NA,NA,NA,77,NA,NA,38.6,1029,1952,NA,0,173,426,NA,NA,996,12,NA,NA,NA,623,NA,NA,NA,NA,NA,NA,546,996,0.028169014084507,62.5502008032129,11.3453815261044,7.73092369477912,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,54.8192771084337
"23",23,390490004101,0,11,182,12,NA,NA,282,NA,NA,NA,0,NA,NA,32.2,1218,0,NA,0,275,591,NA,NA,1289,34,NA,NA,NA,1237,NA,NA,NA,NA,NA,NA,636,1289,0.0575296108291032,95.9658650116369,0.930954228083786,0,NA,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,49.3405740884407
"24",24,390490004102,0,30,264,36,NA,NA,131,NA,NA,NA,14,NA,NA,32.1,1292,0,NA,0,495,626,NA,NA,1204,0,NA,NA,NA,1075,NA,NA,NA,NA,NA,NA,915,1204,0,89.2857142857143,2.99003322259136,1.16279069767442,NA,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,75.9966777408638
"25",25,390490004201,0,46,191,14,NA,NA,123,NA,NA,NA,0,NA,NA,35.2,959,0,NA,0,250,373,NA,NA,660,0,NA,NA,NA,574,NA,NA,NA,NA,NA,NA,267,660,0,86.969696969697,2.12121212121212,0,NA,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,40.4545454545455
"26",26,390490004202,0,36,91,17,NA,NA,450,NA,NA,NA,9,NA,NA,41.5,1018,1942,NA,0,128,619,NA,NA,1475,41,NA,NA,NA,1333,NA,NA,NA,NA,NA,NA,235,1475,0.0662358642972536,90.3728813559322,1.15254237288136,0.610169491525424,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,15.9322033898305
"27",27,390490004203,0,0,116,2,NA,NA,142,NA,NA,NA,1,NA,NA,44.4,838,0,NA,0,146,315,NA,NA,571,27,NA,NA,NA,557,NA,NA,NA,NA,NA,NA,92,566,0.0857142857142857,97.5481611208406,0.350262697022767,0.175131348511384,NA,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,16.2544169611307
"28",28,390490004204,0,30,99,0,NA,NA,215,NA,NA,NA,18,NA,NA,36.3,994,0,NA,0,130,353,NA,NA,794,8,NA,NA,NA,744,NA,NA,NA,NA,NA,NA,266,794,0.0226628895184136,93.7027707808564,0,2.26700251889169,NA,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,33.5012594458438
"29",29,390490005001,0,13,95,23,NA,NA,290,NA,NA,NA,10,NA,NA,32.4,1652,0,NA,0,231,582,NA,NA,1349,61,NA,NA,NA,1165,NA,NA,NA,NA,NA,NA,491,1345,0.104810996563574,86.360266864344,1.70496664195701,0.741289844329133,NA,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,36.5055762081784
"30",30,390490005002,0,53,151,0,NA,NA,233,NA,NA,NA,27,NA,NA,32.6,1283,1956,NA,0,243,476,NA,NA,1167,0,NA,NA,NA,1084,NA,NA,NA,NA,NA,NA,552,1167,0,92.8877463581834,0,2.31362467866324,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,47.3007712082262
"31",31,390490005003,0,29,79,0,NA,NA,229,NA,NA,NA,0,NA,NA,37.6,1100,0,NA,0,92,321,NA,NA,724,0,NA,NA,NA,665,NA,NA,NA,NA,NA,NA,101,724,0,91.8508287292818,0,0,NA,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,13.9502762430939
"32",32,390490005004,0,221,525,0,NA,NA,45,NA,NA,NA,76,NA,NA,28.6,979,1955,NA,0,773,818,NA,NA,1144,0,NA,NA,NA,885,NA,NA,NA,NA,NA,NA,1026,1144,0,77.3601398601399,0,6.64335664335664,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,89.6853146853147
"33",33,390490006001,0,0,81,72,NA,NA,174,NA,NA,NA,47,NA,NA,35.1,NA,0,NA,0,81,255,NA,NA,535,0,NA,NA,NA,399,NA,NA,NA,NA,NA,NA,128,535,0,74.5794392523364,13.4579439252336,8.78504672897196,NA,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,23.9252336448598
"34",34,390490006002,0,17,129,35,NA,NA,118,NA,NA,NA,113,NA,NA,25.5,1123,0,NA,10,285,460,NA,NA,1033,57,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,926,1033,0.123913043478261,87.1248789932236,3.38818973862536,10.9390125847047,NA,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,89.6418199419168
"35",35,390490006003,0,55,84,47,NA,NA,198,NA,NA,NA,23,NA,NA,27.9,1349,0,NA,23,184,418,NA,NA,1054,36,NA,NA,NA,859,NA,NA,NA,NA,NA,NA,679,1054,0.0861244019138756,81.4990512333966,4.45920303605313,2.18216318785579,NA,NA,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,64.4212523719165
"36",36,390490006004,0,15,257,56,NA,NA,78,NA,NA,NA,56,NA,NA,30.3,814,1964,NA,9,298,483,NA,NA,586,107,NA,NA,NA,486,NA,NA,NA,NA,NA,NA,528,586,0.221532091097308,82.9351535836177,9.55631399317406,9.55631399317406,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,90.1023890784983
"37",37,390490006005,0,8,187,105,NA,NA,76,NA,NA,NA,8,NA,NA,29.9,851,1944,NA,0,256,387,NA,NA,547,55,NA,NA,NA,413,NA,NA,NA,NA,NA,NA,521,547,0.142118863049096,75.5027422303474,19.1956124314442,1.46252285191956,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,95.2468007312614
"38",38,390490007101,0,0,123,155,NA,NA,87,NA,NA,NA,11,NA,NA,34.9,940,1955,NA,0,148,312,NA,NA,345,77,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,159,345,0.246794871794872,51.8840579710145,44.9275362318841,3.18840579710145,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,46.0869565217391
"39",39,390490007102,0,0,43,463,NA,NA,232,NA,NA,NA,32,NA,NA,28.4,850,1950,NA,0,77,309,NA,NA,909,0,NA,NA,NA,446,NA,NA,NA,NA,NA,NA,689,909,0,49.0649064906491,50.9350935093509,3.52035203520352,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,75.7975797579758
"40",40,390490007103,0,22,172,434,NA,NA,313,NA,NA,NA,57,NA,NA,40.2,1063,1953,NA,0,185,525,NA,NA,1109,27,NA,NA,NA,464,NA,NA,NA,NA,NA,NA,642,1109,0.0514285714285714,41.8394950405771,39.1343552750225,5.13976555455365,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,57.8899909828674
"41",41,390490007104,0,0,50,500,NA,NA,333,NA,NA,NA,155,NA,NA,24.4,884,1950,NA,0,64,406,NA,NA,1286,9,NA,NA,NA,681,NA,NA,NA,NA,NA,NA,846,1286,0.0221674876847291,52.954898911353,38.8802488335925,12.0528771384137,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,65.7853810264386
"42",42,390490007201,0,0,80,742,NA,NA,246,NA,NA,NA,83,NA,NA,31.7,1015,1957,NA,0,87,373,NA,NA,885,40,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,627,885,0.107238605898123,15.4802259887006,83.8418079096045,9.37853107344633,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,70.8474576271186
"43",43,390490007202,0,0,97,643,NA,NA,259,NA,NA,NA,12,NA,NA,29.8,916,1954,NA,0,115,387,NA,NA,944,13,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,746,944,0.0335917312661499,20.6567796610169,68.114406779661,1.27118644067797,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,79.0254237288136
"44",44,390490007203,0,0,154,330,NA,NA,184,NA,NA,NA,26,NA,NA,34.5,953,1957,NA,0,186,444,NA,NA,883,74,NA,NA,NA,433,NA,NA,NA,NA,NA,NA,564,883,0.166666666666667,49.0373725934315,37.3725934314836,2.9445073612684,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,63.8731596828992
"45",45,390490007301,0,0,101,687,NA,NA,172,NA,NA,NA,0,NA,NA,22.7,NA,1952,NA,52,105,354,NA,NA,748,77,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,470,748,0.217514124293785,1.20320855614973,91.8449197860963,0,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,62.8342245989305
"46",46,390490007302,0,0,101,393,NA,NA,149,NA,NA,NA,254,NA,NA,49.3,1060,1945,NA,0,156,380,NA,NA,684,75,NA,NA,NA,274,NA,NA,NA,NA,NA,NA,323,684,0.197368421052632,40.0584795321637,57.4561403508772,37.1345029239766,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,47.2222222222222
"47",47,390490007303,0,0,35,543,NA,NA,172,NA,NA,NA,148,NA,NA,30.8,944,1954,NA,0,53,246,NA,NA,790,21,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,736,790,0.0853658536585366,29.3670886075949,68.7341772151899,18.7341772151899,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,93.1645569620253
"48",48,390490007304,0,0,146,1012,NA,NA,305,NA,NA,NA,43,NA,NA,34.2,880,1960,NA,0,207,619,NA,NA,1590,107,NA,NA,NA,499,NA,NA,NA,NA,NA,NA,1265,1590,0.172859450726979,31.3836477987421,63.6477987421384,2.70440251572327,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,79.559748427673
"49",49,390490008101,0,0,198,264,NA,NA,148,NA,NA,NA,0,NA,NA,38.8,1038,1956,NA,145,355,517,NA,NA,965,14,NA,NA,NA,551,NA,NA,NA,NA,NA,NA,450,965,0.0270793036750484,57.0984455958549,27.3575129533679,0,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,46.6321243523316
"50",50,390490008102,0,0,109,386,NA,NA,254,NA,NA,NA,73,NA,NA,38.5,581,1954,NA,73,112,366,NA,NA,981,0,NA,NA,NA,522,NA,NA,NA,NA,NA,NA,310,981,0,53.2110091743119,39.3476044852192,7.44138634046891,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,31.6004077471967
"51",51,390490008103,0,0,139,151,NA,NA,195,NA,NA,NA,0,NA,NA,33.9,840,1955,NA,87,171,400,NA,NA,951,34,NA,NA,NA,713,NA,NA,NA,NA,NA,NA,506,951,0.085,74.9737118822292,15.8780231335436,0,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,53.2071503680337
"52",52,390490008201,0,0,245,728,NA,NA,246,NA,NA,NA,192,NA,NA,33.8,843,1950,NA,0,245,533,NA,NA,1146,42,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,811,1146,0.0787992495309568,22.2513089005236,63.5253054101222,16.7539267015707,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,70.7678883071553
"53",53,390490008202,0,136,16,442,NA,NA,357,NA,NA,NA,0,NA,NA,29.7,853,1943,NA,0,16,434,NA,NA,1035,61,NA,NA,NA,402,NA,NA,NA,NA,NA,NA,587,1035,0.140552995391705,38.8405797101449,42.7053140096618,0,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,56.7149758454106
