GEOID,totalpopulation_1990,white_1990,black_1990,poverty_1990,pctpoverty_1990,pctwhite_1990,pctblack_1990
39049005610,2864.000018,1558.00001,1227.000008,1043.000007,36.59649123,54.39944134,42.84217877
39049005620,3152.999995,2528.999996,570.9999991,924.9999986,29.83870968,80.20932445,18.10973676
39049005700,3740.720941,3577.259234,91.53338582,446.6664759,12.01752101,95.63020846,2.446945048
39049005810,3080.332357,2921.611196,84.5976343,464.0346824,15.18855942,94.84727157,2.746380082
39049005820,2287.445998,2210.977215,21.32302602,544.8400787,23.9186572,96.65702347,0.932176149
39049005900,3227.000008,1726.000004,1425.000004,740.0000019,23.13222882,53.4862101,44.1586613
39049006000,2966.000014,1935.000009,946.0000045,1101.000005,37.42352141,65.23937964,31.89480782
39049006100,3637.999982,3195.999985,333.9999984,1462.999993,40.35862069,87.85046729,9.180868609
39049006220,5178.000042,4880.000039,53.00000043,24.00000019,0.460741025,94.24488219,1.023561221
39049006230,1524.000006,1496.000006,8.00000003,39.00000014,2.462121212,98.16272966,0.524934383
39049006236,3212.205745,2937.726696,26.57423157,33.12678182,1.036564529,91.45512239,0.827289211
39049006310,4511.999943,4328.999945,6.999999911,20.99999973,0.465425532,95.94414894,0.155141844
39049006321,4459.85274,4256.830973,24.20941202,31.33523881,0.709997921,95.44779214,0.542829852
39049006323,3376.355665,3264.841624,12.70183136,15.21987702,0.452272827,96.69720691,0.376199448
39049006330,4851.000002,4746.000002,11.00000001,119.0000001,2.458677686,97.83549784,0.22675737
39049006340,3241.000001,3024.000001,14,66.00000002,2.006688963,93.30453564,0.431965443
39049006351,4056.00001,3797.000009,107.0000003,105.0000003,2.633559067,93.61439842,2.638067061
39049006352,2581.000021,2310.000019,66.00000054,354.0000029,14.27995159,89.50019372,2.557148392
39049006353,4312.409651,3963.34517,108.3605225,279.4506414,6.481211606,91.90558158,2.512760411
39049006371,6166.271189,5586.119875,109.655291,185.4870938,3.049909086,90.59153749,1.778307954
39049006372,3813.600204,3454.768446,67.79316319,114.5579287,3.045565006,90.59073476,1.777668333
39049006383,12619.95307,11428.81222,303.9251128,251.735952,2.003126832,90.56144789,2.408290357
39049006384,3365.070184,3047.456281,81.04066075,67.12458769,2.003126832,90.56144789,2.408290357
39049006386,4151.690079,3794.304464,77.28658443,77.28658443,1.874685455,91.3918041,1.861569215
39049006387,3852.310156,3520.695751,71.71341994,71.71341994,1.874685455,91.3918041,1.861569215
39049006391,4226.780975,4052.827112,40.12235429,61.04244999,1.367235143,95.88448364,0.949241386
39049006392,4706.219101,4325.172959,48.87764644,16.95755081,0.363947763,91.90334888,1.038575668
39049006393,3005.624645,2721.937197,72.38416849,59.9545638,2.003126832,90.56144789,2.408290357
39049006394,1563.351494,1415.793749,37.65004329,31.18488434,2.003126832,90.56144789,2.408290357
39049006395,2685.387168,2441.903982,55.06155027,128.3085667,4.931081343,90.93303236,2.050413845
39049006396,2608.741415,2372.207675,53.48999515,124.6464107,4.931081343,90.93303236,2.050413845
39049006410,2678.999986,2577.999986,16.99999991,45.99999975,1.708132195,96.22993654,0.634565136
39049006430,4311.999952,4180.999954,5.999999933,79.99999911,1.860032551,96.9619666,0.139146568
39049006500,3426.999997,3349.999997,2.999999998,49.99999996,1.459002043,97.75313685,0.087540123
39049006600,3985.579983,3911.835956,6.433628864,48.36052302,1.269815384,98.14972909,0.161422651
39049006710,2658.744495,2462.317644,144.2946067,171.2916622,6.652205351,92.61204482,5.427170868
39049006721,3735.999992,3472.999992,42.99999991,35.99999992,0.979325354,92.96038544,1.150963597
39049006722,3130.000041,2929.000038,99.00000128,69.00000089,2.421902422,93.57827476,3.162939297
39049006810,2767.620749,2669.978944,36.36135334,70.88875481,2.581898453,96.47199477,1.313812716
39049006821,3406.078231,3116.178604,149.3128516,272.4474759,8.756622001,91.48875605,4.38371762
39049006822,1954.556553,1894.524827,15.03119498,98.37211615,5.17719952,96.92862685,0.769033516
39049006910,1528.000014,1473.000014,5.000000046,6.000000055,0.380469245,96.40052356,0.327225131
39049006921,3681.000036,3400.000033,165.0000016,295.0000029,8.029395754,92.36620484,4.482477588
39049006923,3494.457704,3272.208284,170.3434209,172.4466791,4.934862393,93.63994533,4.874673994
39049006924,3662.542195,3334.791624,236.6565726,176.5533161,4.820512821,91.05128205,6.461538462
39049006931,5866.000031,4952.000026,739.0000039,392.0000021,6.985032074,84.41868394,12.5980225
39049006932,5724.000021,4829.000017,687.0000025,219.0000008,3.828002098,84.36408106,12.00209644
39049006933,4552.000018,2971.000012,1413.000006,383.0000015,8.445424476,65.26801406,31.04130053
39049006942,1311.000002,1178.000002,112.0000002,27.00000005,2.16,89.85507246,8.543096873
39049006943,4818.999982,4413.999984,293.9999989,243.9999991,5.059091852,91.59576676,6.100850799
39049006944,4534.152394,4142.988632,265.8446427,111.6953292,2.468897081,91.37294628,5.863160731
39049006945,4878.847425,4085.011219,576.1553345,474.3046515,9.795834193,83.72902169,11.80925092
39049006950,2124.999986,2044.999986,9.999999933,29.9999998,1.395998139,96.23529412,0.470588235
39049006990,7282.396777,6655.612099,338.1833316,204.141,2.859195402,91.39315397,4.643846551
39049007010,3740.900534,3550.101149,117.8744344,304.6532417,11.07007438,94.89964026,3.150964142
39049007020,6552.34073,6383.119347,77.13677037,144.3535165,2.233125015,97.41739037,1.177239914
39049007041,1615.313911,1476.28633,75.01269936,45.28066888,2.859195402,91.39315397,4.643846551
39049007043,2575.498072,2353.828919,119.6021784,72.19666381,2.859195402,91.39315397,4.643846551
39049007044,3982.008711,3639.283352,184.9183742,111.6241349,2.859195402,91.39315397,4.643846551
39049007047,2370.380119,2166.365152,110.0768154,66.44677331,2.859195402,91.39315397,4.643846551
39049007048,3470.692784,3171.975599,161.1736471,97.29086687,2.859195402,91.39315397,4.643846551
39049007112,3136.999965,2880.999968,176.999998,36.99999959,1.208360549,91.83933695,5.64233344
39049007113,3628.941789,3096.097168,410.8801861,304.911087,8.418437759,85.31680441,11.32231405
39049007114,5638.136916,5041.315992,441.9857481,310.2771695,5.695899128,89.41457199,7.839216299
39049007115,2667.191079,2385.364115,208.6045969,146.4590261,5.682785374,89.43356679,7.821134324
39049007120,5279.672513,4992.320348,155.4096936,118.2638315,2.249909331,94.55738658,2.94354798
39049007132,3839.499477,3308.654589,403.3013769,110.3911075,2.839045357,86.17411226,10.50400916
39049007193,6750.291619,6519.315282,87.99229699,56.99868991,0.822937005,96.57827617,1.303533269
39049007194,6805.70853,6560.684862,121.0077052,156.0013122,2.38725818,96.39973315,1.778032437
39049007198,807.4279629,752.2211876,34.53310841,23.33005986,2.896472613,93.16263768,4.276927478
39049007199,3110.093242,2680.086169,326.6931388,89.47812381,2.840916371,86.17382055,10.5042876
39049007201,331.3622704,326.1615998,2.499588344,10.85264862,3.322573363,98.43051818,0.754337041
39049007202,1778.236746,1532.37973,186.7861508,51.12685261,2.839045357,86.17411226,10.50400916
39049007203,677.6420846,667.0066152,5.111705246,22.19387084,3.322573363,98.43051818,0.754337041
39049007205,105.5626622,103.9058754,0.796298262,3.457347389,3.322573363,98.43051818,0.754337041
39049007207,577.4146679,568.3522496,4.355652717,18.91126135,3.322573363,98.43051818,0.754337041
39049007209,384.2073094,378.1772455,2.898218047,12.58340885,3.322573363,98.43051818,0.754337041
39049007210,2476.039741,2437.178748,18.67768491,81.09429369,3.322573363,98.43051818,0.754337041
39049007393,2734.705276,2602.960351,74.25623086,45.11265638,1.686818928,95.18248175,2.715328467
39049007394,809.8225261,770.8091781,21.98934158,13.35911612,1.686818928,95.18248175,2.715328467
39049007395,2395.583956,2280.176262,65.04797312,39.51839227,1.686818928,95.18248175,2.715328467
39049007396,909.8884084,866.0543683,24.70645897,15.00983798,1.686818928,95.18248175,2.715328467
39049007424,5323.345274,4997.306458,247.4242442,328.3934753,6.216723287,93.8753021,4.647909001
39049007425,2898.344162,2679.461674,170.5237946,85.42403747,3.035594573,92.44801599,5.883490196
39049007426,2037.862789,1891.848419,108.1852757,29.70492499,1.461870772,92.83492633,5.308761525
39049007427,5238.415324,4863.317141,277.9038366,76.31556135,1.461061337,92.83947224,5.305112699
39049007492,4286.215115,3830.494851,347.659363,93.29139932,2.187785251,89.36776966,8.111103939
39049007494,2934.681449,2613.243466,244.8436576,61.53364329,2.102322846,89.04692082,8.343108504
39049007511,2480.999965,438.9999939,2012.999972,826.9999884,33.75510204,17.69447803,81.13663845
39049007512,4671.843382,389.9869262,4247.857596,987.9668796,21.25188213,8.34760274,90.92465753
39049007520,3533.369107,1424.027852,2050.99567,862.3279768,25.26803825,40.302267,58.04645956
39049007531,2654.586806,2031.704156,549.5818466,359.3946915,14.48871899,76.53560815,20.70310323
39049007532,2049.413189,879.2958493,1117.418144,380.6053066,17.88990826,42.9047619,54.52380952
39049007533,1881.00003,394.0000063,1437.000023,341.0000054,17.8440607,20.94630516,76.39553429
39049007534,2805.999997,1179.999999,1568.999998,1164.999999,41.25354108,42.05274412,55.91589451
39049007550,2232.169657,658.6013947,1495.549452,332.8226999,17.10372277,29.50498823,66.99981103
39049007551,3267.828649,328.2710269,2857.271018,1355.102799,41.90579318,10.04553978,87.43637825
39049007710,4683.867047,3919.645309,668.1709339,531.183106,11.17137425,83.6839575,14.26536934
39049007721,5398.000038,3725.000026,1472.00001,673.0000047,12.36223365,69.00703964,27.26935902
39049007722,3526.132931,3107.354672,322.8290637,345.8168917,9.849131796,88.12358277,9.155328798
39049007730,2940.999995,2663.999996,189.9999997,123.9999998,4.278812974,90.58143489,6.460387623
39049007740,1793.546437,1738.713167,31.90299388,73.77567336,4.319906597,96.94274597,1.778765981
39049007811,3825.126374,3624.379588,55.40774522,174.395328,4.574414945,94.7518914,1.448520645
39049007812,3742.443237,3461.30081,119.4030001,360.3084182,10.53278061,92.48773035,3.190509316
39049007820,3976.363803,2425.24318,304.0018844,1431.409676,36.12453954,60.99148116,7.645223109
39049007830,2651.736524,2424.294021,71.35856865,424.0244328,16.10425426,91.42288455,2.691012776
39049007921,3053.354116,2978.156643,23.00818209,148.1502457,4.814004376,97.53721742,0.753537953
39049007922,2387.645875,2328.843348,17.99181784,115.8497539,4.814004376,97.53721742,0.753537953
39049007931,1581.350256,1544.982372,8.086523949,57.53363129,3.72677131,97.70020062,0.511368302
39049007933,2133.645655,2085.192971,10.80667392,78.2361227,3.756078775,97.72911289,0.50648869
39049007941,1935.611534,1857.739963,36.51394231,72.65529338,3.682024169,95.97690087,1.886429259
39049007951,4535.358705,4340.968833,38.87797443,76.94599106,1.734209566,95.71390303,0.857219395
39049007952,6640.759322,6356.129938,56.92587686,112.665798,1.734209566,95.71390303,0.857219395
39049007953,1656.218295,1589.586991,31.24338651,62.16796295,3.682024169,95.97690087,1.886429259
39049007954,1602.863285,1538.378506,30.23688198,60.16522435,3.682024169,95.97690087,1.886429259
39049008000,2839.000004,2803.000004,12.00000002,61.00000009,2.089756766,98.73194787,0.422684044
39049008110,4606.000009,4381.000008,143.0000003,669.0000013,14.56881533,95.1150673,3.104646114
39049008120,4058.790288,3881.650027,97.51109497,291.5021692,7.204736515,95.635639,2.402466943
39049008132,4541.543517,4229.804491,204.0377053,212.7219202,4.623874898,93.13583533,4.49269515
39049008141,1389.682068,1356.668092,13.4119279,40.75162709,2.891654466,97.62435041,0.965107647
39049008142,1304.31774,1273.331721,12.58807024,38.24836728,2.891654466,97.62435041,0.965107647
39049008161,2715.870335,2593.802387,84.09227683,229.5160052,8.780124973,95.50538379,3.096328854
39049008162,5360.66657,5149.161427,140.3310664,402.7718038,7.813792509,96.05449918,2.617791363
39049008163,1563.38437,1456.065887,70.24143816,73.22250716,4.623529412,93.13550232,4.492909069
39049008164,2285.423019,2128.540209,102.6819781,107.0398339,4.623529412,93.13550232,4.492909069
39049008210,2273.999984,1957.999986,219.9999985,394.9999972,17.82490975,86.10378188,9.674582234
39049008230,3713.209717,3152.349974,448.4889079,625.4978339,16.69320594,84.89555437,12.07820032
39049008241,2597.80698,2447.36302,88.1474473,281.8175599,10.96997691,94.20880914,3.39314845
39049008242,3307.647224,3116.09506,112.2333805,358.8230675,10.96997691,94.20880914,3.39314845
39049008311,4043.999964,3770.999966,168.9999985,888.999992,21.97775031,93.24925816,4.179030663
39049008312,4739.22147,4120.245329,419.2426253,839.4740304,17.81741868,86.93928646,8.846234091
39049008321,2451.203857,2332.888934,74.48126997,122.0036062,4.925158451,95.17319122,3.038558779
39049008322,4757.933485,4396.242616,293.7489384,517.5576534,11.0992072,92.39815204,6.173876522
39049008330,1950.896533,1898.761578,22.77443514,139.8553323,7.048980901,97.3276412,1.167383034
39049008340,4171.246316,3666.941937,421.4187085,455.3718745,12.12121212,87.90998324,10.1029447
39049008350,3394.795566,2702.887332,574.9796077,1206.007648,35.8826912,79.61855964,16.93709081
39049008360,5072.30615,4778.294117,224.0072382,426.0136303,8.808670048,94.20358265,4.416279924
39049008370,3232.38574,3100.802773,80.44924013,152.2694771,4.821548731,95.92923068,2.488850236
39049008380,3021.8493,2588.630146,371.0531767,99.07702624,4.429005645,85.66377371,12.27900996
39049008400,3163.566543,3076.696921,34.25973608,146.8233905,4.761545873,97.25406053,1.082946592
39049008500,5080.737771,4821.023047,107.19665,633.9151122,12.48679358,94.88824781,2.109863859
39049008710,3018.921331,692.8351062,2216.485191,312.16723,10.39765319,22.94975689,73.4197731
39049008720,4023.999987,2434.999992,1319.999996,753.9999975,18.95901433,60.51192843,32.80318091
39049008730,2777.56453,1104.862549,1589.688921,867.4087292,34.91262136,39.77810548,57.23319488
39049008811,2488.009612,1934.271221,525.3136481,399.474616,15.72842908,77.74371979,21.11381104
39049008812,3673.435393,1041.137425,2576.311031,480.5912493,13.07914006,28.34233663,70.13356043
39049008813,2511.894663,317.1806659,2139.20738,312.7753789,12.61549396,12.62714837,85.16310067
39049008821,3783.012019,3711.96991,16.24388621,393.1415132,10.59677634,98.12207551,0.429390288
39049008822,2396.484895,2079.176664,266.2678836,412.21315,17.11445709,86.75943122,11.11076828
39049008825,5379.661255,5210.891485,74.89782702,459.3733391,8.625539096,96.86281789,1.392240579
39049008900,4959.013664,4643.000941,227.0124606,287.0051095,6.88920281,93.62750853,4.577774452
39049009000,3352.999975,3236.999976,56.99999957,121.9999991,3.642878471,96.54041157,1.699970176
39049009100,4775.999983,4552.999984,175.9999994,236.9999992,4.962311558,95.33082077,3.685092127
39049009210,3545.197574,2976.913047,468.3707158,597.0058927,17.28582672,83.97030022,13.21141364
39049009220,2725.252045,2515.621755,149.7759281,351.295711,13.32553962,92.30785678,5.495856002
39049009230,5357.993132,4807.258064,339.6850849,522.9725671,9.815782451,89.72124349,6.339782015
39049009240,2064.80236,2037.086892,16.62928075,84.9941016,4.103479037,98.65771812,0.805369128
39049009250,2126.259122,2044.099202,28.7064779,34.64574919,1.637043966,96.13594041,1.35009311
39049009311,3006.561842,2513.392484,433.1309554,161.0372516,5.356183312,83.59689958,14.40618814
39049009312,3441.999996,2806.999997,528.9999994,236.9999997,6.915669682,81.55142359,15.36897153
39049009321,2146.015784,1922.255148,163.5830039,150.7848441,7.276865678,89.57320645,7.622637502
39049009322,3477.397131,2961.590641,415.317299,187.3819817,5.292764534,85.16687998,11.94333818
39049009323,1504.145385,843.5564465,567.9616382,214.6056391,14.44701052,56.08210846,37.75975672
39049009325,6004.759457,3729.891524,2023.469805,859.4700107,14.62568471,62.11558599,33.69776625
39049009326,1739.999979,1249.999985,412.9999949,210.9999974,12.23897912,71.83908046,23.73563218
39049009331,1370.475265,529.8128343,815.247055,140.7620814,10.03484321,38.65905849,59.48644793
39049009332,3188.999968,893.9999909,2243.999977,96.99999901,2.92344786,28.03386642,70.36688617
39049009333,2217.999987,1149.999993,957.9999945,211.9999988,9.995285243,51.84851217,43.19206492
39049009334,3562.00003,1201.00001,2228.000019,426.0000036,12.00676437,33.71701291,62.5491297
39049009336,2097.000017,1271.00001,749.0000059,180.0000014,8.780487805,60.6103958,35.71769194
39049009337,4269.094947,2113.551924,2035.568457,356.9243316,8.310055866,49.50819672,47.68149883
39049009340,2626.423781,2361.825013,194.1239363,231.5251972,8.52525024,89.92551124,7.391188647
39049009350,2950.978529,2276.418196,586.0027443,150.4492689,5.275921425,77.14113043,19.85791284
39049009361,4074.943792,3633.232987,341.2824969,97.40879628,2.382334975,89.16032151,8.375146119
39049009362,6845.174702,6168.306393,407.3920579,258.4986268,3.805754249,90.11174531,5.951521701
39049009371,5322.000023,4423.000019,781.0000034,395.0000017,7.650590742,83.10785419,14.67493424
39049009372,3932.999984,3436.999986,388.9999984,116.9999995,2.978615071,87.38876176,9.890668701
39049009373,5031.558388,4496.220734,402.2374442,269.7779299,5.3873489,89.36040064,7.994291493
39049009374,4577.932188,4016.742773,423.3247727,186.8586784,4.086069327,87.74142141,9.247073904
39049009381,4589.999941,4207.999946,252.9999968,321.9999959,6.959152799,91.67755991,5.511982571
39049009382,3019.000018,2936.000018,41.00000024,108.0000006,3.6012004,97.25074528,1.358065585
39049009383,2403.000007,2336.000007,49.00000014,78.00000022,3.254067584,97.21181856,2.039117769
39049009384,2717.999993,2595.999993,56.99999985,93.99999976,3.467355219,95.51140545,2.097130243
39049009385,2484.000003,2356.000003,52.00000006,36.00000004,1.435406699,94.84702093,2.093397746
39049009386,2958.000043,2569.000037,289.0000042,223.0000032,7.559322034,86.84922245,9.770114943
39049009390,3787.000021,3594.00002,108.0000006,46.00000025,1.218543046,94.90361764,2.851861632
39049009410,1540.03357,1395.619831,99.39294803,79.34428733,5.093228211,90.6226889,6.453946845
39049009420,6365.374028,5959.184357,279.8004511,260.9488701,4.203826748,93.61876192,4.395663945
39049009430,4441.587376,3953.962035,385.7036506,407.6867603,8.85032538,89.02137233,8.683914511
39049009440,3295.840412,3251.032914,9.957221788,234.9904342,7.36349454,98.64048338,0.302114804
39049009450,2623.996991,2578.997043,22.99997363,87.99989909,3.471400394,98.28506098,0.87652439
39049009495,1137.211772,1070.386999,49.77940336,59.13577196,5.203450979,94.12380573,4.377320441
39049009497,2688.39943,2531.17171,117.1613776,140.4201514,5.225673837,94.1516235,4.358034609
39049009520,2933.314662,2696.54063,186.5794258,207.3664332,7.382147782,91.92810661,6.360702731
39049009590,4403.763147,4288.286691,7.828912262,281.8408414,6.629834254,97.37777778,0.177777778
39049009600,4309.327768,3564.671835,631.7058327,806.6370374,18.91589497,82.71990498,14.65903423
39049009711,4935.863503,4859.067889,32.91240565,220.4133833,4.656552887,98.44413013,0.666801374
39049009712,2649.809067,2622.260593,3.381777156,167.9496078,6.373161902,98.96036004,0.127623428
39049009720,5263.531654,5147.769953,44.09132406,347.7160215,6.713045196,97.80068387,0.83767567
39049009740,3929.780621,3863.553679,16.98066811,144.4695009,3.616904721,98.31474202,0.43210219
39049009751,2596.43491,2557.762886,21.65573471,63.42330006,2.497762241,98.51057218,0.834056522
39049009752,806.3222103,792.9475281,7.624844362,20.99949577,2.663177184,98.34127325,0.945632436
39049009800,6603.944494,6542.945007,16.99985712,446.996243,6.820262435,99.07631738,0.257419746
39049009900,1242.000049,1072.000042,113.0000044,246.0000097,19.41594317,86.31239936,9.098228663
39049010000,6183.572035,5760.77881,264.4668915,178.6699401,2.896472613,93.16263768,4.276927478
39049010100,466.4604684,47.87689445,406.8365325,192.9242299,41.79492592,10.26386965,87.21779443
39049010200,1766.193127,1662.423112,77.30097483,91.8542467,5.20405951,94.12465076,4.376700014
39049010300,2494.10923,2283.97148,145.5128574,234.1421116,9.087347019,91.57463726,5.834261616
39049010400,2332.045562,2132.775123,19.29276133,24.04988057,1.036564529,91.45512239,0.827289211
39049010500,3279.748909,2999.498379,27.13300888,33.82333984,1.036564529,91.45512239,0.827289211
39049010601,710.8941804,694.7523671,3.599188087,26.06684706,3.756089895,97.72936484,0.506290273
39049010602,2115.299015,2067.268291,10.70955316,77.56312741,3.756089895,97.72936484,0.506290273
39049010700,1725.000015,1593.000014,89.0000006,60.00000077,4.000000008,92.3478261,5.159420278
39049980000,3.799578989,3.613432468,0.131397544,1.051180354,29.53846154,95.10086455,3.458213256
