GEOID,totalpopulation_1980,white_1980,black_1980,poverty_1980,pctpoverty_1980,pctblack_1980,pctwhite_1980
39049006943,5276.999981,5098.999981,109.9999996,199.9999993,3.803004373,2.084517718,96.62687133
39049006944,4937.114718,4705.628719,148.4259811,54.46696831,1.103459982,3.006330408,95.3113101
39049006945,3488.885163,3157.371175,290.5740075,318.5330186,9.308433032,8.328563251,90.49799657
39049006950,2355.999984,2323.999985,5.99999996,46.99999969,1.915240424,0.25466893,98.6417657
39049006990,2203.149854,2067.739743,108.7384221,87.1959045,4.122211445,4.935589011,93.85379482
39049007010,3703.968542,3607.982156,61.2157968,186.1376842,6.331219187,1.652708334,97.40855286
39049007020,6362.405299,6298.018493,30.35215519,271.6036544,4.402909499,0.477054726,98.98801155
39049007041,488.6823276,458.646909,24.11935126,19.34098922,4.122211445,4.935589011,93.85379482
39049007043,779.1676799,731.2784356,38.45651439,30.83777097,4.122211445,4.935589011,93.85379482
39049007044,1204.680571,1130.638431,59.45808189,47.67865057,4.122211445,4.935589011,93.85379482
39049007047,717.1131665,673.0379199,35.39375865,28.38178759,4.122211445,4.935589011,93.85379482
39049007048,1049.991717,985.457072,51.82327582,41.55640042,4.122211445,4.935589011,93.85379482
39049007112,3008.820252,2872.687021,108.9095987,177.604174,6.066395992,3.619677799,95.47552794
39049007113,3066.105914,2792.18579,241.9294526,376.8900977,12.29615134,7.890446691,91.06618846
39049007114,3892.731197,3778.799921,86.19103714,142.3924467,3.751332532,2.214153323,97.07323033
39049007115,1840.902833,1786.293399,42.25389241,68.16255577,3.800396652,2.295280971,97.03355155
39049007120,5827.024329,5697.149109,88.9335173,144.8890465,2.489136564,1.526225262,97.77115707
39049007132,1467.629983,1285.110821,152.1726024,65.09117097,4.399524376,10.36859455,87.56367995
39049007193,4228.566961,4132.587225,39.57458322,121.9079115,2.913993694,0.935886403,97.73020654
39049007194,4762.653968,4654.55156,44.5730309,137.3054285,2.913993694,0.935886403,97.73020654
39049007198,363.2328627,345.2155888,12.70448804,28.98933181,8.078532346,3.497615262,95.03974563
39049007199,1189.307608,1041.432824,123.2923262,52.81748673,4.405411495,10.36673148,87.56631312
39049007201,341.0438974,337.8299114,2.047468897,12.66965613,3.742111382,0.600353477,99.05760344
39049007202,679.7223393,595.1898937,70.4776534,30.1465107,4.399524376,10.36859455,87.56367995
39049007203,697.441194,690.8685322,4.18711246,25.90968544,3.742111382,0.600353477,99.05760344
39049007205,108.6469552,107.62307,0.652265773,4.036194675,3.742111382,0.600353477,99.05760344
39049007207,594.2853677,588.6848428,3.567812869,22.0774842,3.742111382,0.600353477,99.05760344
39049007209,395.4329442,391.7063977,2.37399543,14.69018934,3.742111382,0.600353477,99.05760344
39049007210,2548.383804,2524.367923,15.29931078,94.6715269,3.742111382,0.600353477,99.05760344
39049007393,2045.240165,1973.379296,53.49642438,40.32193181,1.999604039,2.61565489,96.48643373
39049007394,605.6526717,584.3726637,15.84178372,11.94044892,1.999604039,2.61565489,96.48643373
39049007395,1791.617023,1728.667372,46.86251827,35.32174884,1.999604039,2.61565489,96.48643373
39049007396,680.4902652,656.5807887,17.79927689,13.41587288,1.999604039,2.61565489,96.48643373
39049007424,6055.08126,5836.509647,153.6031664,328.6561685,5.41903586,2.53676474,96.39027778
39049007425,2702.096846,2624.766643,60.62334505,122.0871455,4.604782889,2.2435667,97.13814092
39049007426,1715.140412,1654.107197,53.74685324,48.70456172,2.828986349,3.13367074,96.44150333
39049007427,4411.903396,4254.952524,138.2319602,125.2727139,2.828808324,3.133159269,96.44255875
39049007492,1741.901851,1653.142329,65.94226553,61.42342592,3.377762637,3.785647594,94.90444756
39049007494,1031.871864,972.9200523,43.46082498,33.56380543,3.064833006,4.211843203,94.28690575
39049007511,2480.999965,470.9999934,1992.999972,750.9999895,31.52812762,80.33051189,18.98428053
39049007512,5229.824677,685.9770035,4498.849182,1016.965907,19.43064578,86.02294455,13.1166348
39049007520,3833.997209,2027.261872,1765.201191,666.5241472,17.93507185,46.04075316,52.875935
39049007531,2537.804223,2195.653509,310.5003124,177.7090814,7.223813928,12.23499865,86.5178444
39049007532,1977.195772,1201.346493,749.4996806,231.2909171,11.64047151,37.90720632,60.76011846
39049007533,1544.000025,608.0000097,915.0000145,166.0000026,10.74433657,59.26165803,39.37823834
39049007534,3434.999997,1907.999998,1482.999999,980.999999,29.15304606,43.17321689,55.54585153
39049007550,2264.065275,751.7793929,1455.232166,307.2009169,15.64779278,64.275186,33.20484623
39049007551,3454.286593,393.9252323,3001.71027,720.4454804,20.96281202,86.89812468,11.40395337
39049007710,5015.045391,4716.958601,238.0746183,435.1497659,8.623624411,4.747207647,94.05614971
39049007721,4815.000034,3890.000027,828.0000058,413.0000029,8.496194199,17.19626168,80.78920042
39049007722,3862.954585,3699.041376,140.9253807,282.8502322,7.416142558,3.648124191,95.75679172
39049007730,3365.999995,3272.999995,60.9999999,90.99999985,2.683574167,1.812240048,97.23707665
39049007740,1488.474058,1474.516499,0.996968559,10.96665415,0.747790619,0.066979236,99.06229069
39049007811,4325.466994,4148.792152,42.5818478,118.6940209,2.758522209,0.984445098,95.91547359
39049007812,3700.436014,3539.713614,53.54329225,139.7843012,4.133588672,1.446945496,95.65666317
39049007820,3931.65711,2855.447561,274.7371463,1231.999788,31.7928398,6.987820622,72.62707508
39049007830,2583.41756,2476.586771,70.2369879,429.7691439,16.50737794,2.718762503,95.86474948
39049007921,1602.155119,1598.226892,0.561175173,125.1420636,7.802659202,0.03502627,99.75481611
39049007922,1252.844876,1249.773103,0.438824825,97.85793606,7.802659202,0.03502627,99.75481611
39049007931,1436.145954,1419.314815,9.821577049,43.1814134,3.087567129,0.683884324,98.82803417
39049007933,1952.817786,1929.904155,13.42117382,58.92048536,3.098738595,0.687272203,98.82663756
39049007941,935.5766239,918.8100178,11.92291994,41.35762854,4.3393276,1.274392672,98.2078853
39049007951,1915.14522,1896.51619,3.644810103,28.34852302,1.487778959,0.190315077,99.02727849
39049007952,2804.192413,2776.915431,5.336800956,41.50845188,1.487778959,0.190315077,99.02727849
39049007953,800.5320767,786.1856237,10.20192212,35.38791737,4.3393276,1.274392672,98.2078853
39049007954,774.7429659,760.8586833,9.873267586,34.24789694,4.3393276,1.274392672,98.2078853
39049008000,2505.000004,2473.000004,18.00000003,160.0000002,6.397441024,0.718562874,98.72255489
39049008110,4595.000009,4544.000009,35.00000007,250.0000005,5.45970736,0.761697497,98.89009793
39049008120,4445.952899,4380.32709,43.36968822,317.9242594,7.178782266,0.975486903,98.52392029
39049008132,2974.093918,2803.618532,139.0860824,186.1873909,6.276300148,4.67658676,94.26798916
39049008141,1238.024114,1222.548813,5.67427719,33.52981976,2.747252747,0.458333333,98.75
39049008142,1161.975715,1147.451018,5.325722026,31.47017561,2.747252747,0.458333333,98.75
39049008161,1706.835789,1665.333658,35.42433984,134.7998829,7.95291337,2.075439246,97.56847547
39049008162,3313.803807,3269.461214,34.26653204,228.9257843,6.958994329,1.034054339,98.66188235
39049008163,1023.810882,965.1210867,47.88342071,64.09298336,6.276226966,4.676979072,94.26751592
39049008164,1496.651113,1410.855826,69.99805933,93.69390043,6.276226966,4.676979072,94.26751592
39049008210,2561.999982,2315.999984,180.9999987,312.9999978,12.28414443,7.06479313,90.39812646
39049008230,3385.047101,3094.672908,244.6303134,165.0757399,4.69988675,7.226792009,91.42185664
39049008241,2046.885435,1957.042844,59.3300126,184.3468249,9.183027232,2.898550725,95.61076605
39049008242,2606.188596,2491.796881,75.54169842,234.7188487,9.183027232,2.898550725,95.61076605
39049008311,4292.999961,3969.999964,259.9999977,877.9999921,20.45189844,6.056370836,92.47612392
39049008312,5084.305612,4641.332272,409.3548275,997.6787947,19.82707801,8.05134189,91.2874368
39049008321,2783.418235,2708.563197,63.22728137,199.1719877,7.17523947,2.271569561,97.31067946
39049008322,4966.75501,4759.931778,162.860806,424.6370708,8.50170034,3.279018306,95.83584792
39049008330,2032.568891,2015.436605,4.048089038,193.522988,9.629749762,0.199161222,99.1571117
39049008340,3810.743582,3650.963977,133.8154193,636.1225528,17.12826029,3.511530398,95.80712788
39049008350,3144.855188,2404.660099,697.3416892,848.3025297,26.9826518,22.17404769,76.46330133
39049008360,5093.288371,4889.280047,182.0063592,115.0145941,2.290999311,3.573454828,95.99456562
39049008370,3035.286595,2947.63731,66.9742828,153.8232808,5.208038485,2.206522538,97.11232262
39049008380,1795.042593,1665.853922,118.5038941,65.08000743,4.164077067,6.601731602,92.8030303
39049008400,3356.307682,3304.917247,37.05547127,199.3715005,6.025356762,1.104054657,98.46884018
39049008500,5289.599276,5143.585014,107.7314856,399.8372457,7.581629488,2.036666295,97.23959692
39049008710,3216.594624,1018.702465,2170.4919,357.1819403,11.10435047,67.47794341,31.670216
39049008720,4313.526254,3115.381569,1140.59326,494.6182622,11.56848368,26.44224686,72.22354486
39049008730,2748.637817,874.2480565,1767.255211,842.6035047,34.61943833,64.29567402,31.80659347
39049008811,2844.632394,2155.265992,662.6681231,512.3248552,18.24951253,23.29538693,75.7660637
39049008812,4250.362104,1295.751922,2903.744734,511.3964742,12.29881045,68.31758478,30.48568312
39049008813,2929.515873,350.6608473,2530.396868,456.387736,15.37548234,86.37593985,11.96992481
39049008821,4261.515084,4230.674149,4.265242369,450.5080504,10.54356255,0.100087464,99.27629178
39049008822,2101.503968,1953.995107,138.0018424,315.3186249,15.54818046,6.566813316,92.98079552
39049008825,5942.892915,5806.079551,82.88692857,564.2302969,9.492607527,1.394723576,97.6978659
39049008900,5046.016839,4774.001836,225.0147773,312.0060339,7.569257236,4.459255379,94.60931243
39049009000,3468.999974,3406.999975,25.99999981,168.9999987,4.871720957,0.749495532,98.21274142
39049009100,4889.999983,4824.999983,47.99999983,179.9999994,3.680981595,0.981595092,98.67075665
39049009210,2779.738291,2547.291422,176.6092072,194.9757863,7.235630153,6.353447295,91.63781464
39049009220,2840.410294,2758.904162,52.38913265,197.4762544,6.785605263,1.844421306,97.13048031
39049009230,5605.401111,5297.824997,190.1001007,505.6801142,9.043586364,3.391373729,94.51286164
39049009240,2338.261643,2320.708513,7.390791444,121.0242099,5.177865613,0.316080601,99.24930857
39049009250,2142.097179,2088.643737,15.83805677,176.1983816,8.221709007,0.739371534,97.50462107
39049009311,3354.45816,3105.369833,210.0629815,53.01843353,1.604451465,6.262203058,92.57440948
39049009312,3430.999996,3178.999996,207.9999998,244.9999997,7.140775284,6.062372486,92.65520256
39049009321,2449.473837,2377.474111,32.53505171,77.11385796,3.148178559,1.328246549,97.0606044
39049009322,3946.633349,3745.101722,142.1798071,114.6142649,2.927087469,3.602559309,94.89358123
39049009323,1504.526568,1242.27314,249.2932291,177.6309553,11.89078847,16.56954649,82.56903978
39049009325,4099.387385,3393.396906,668.9419886,435.4502043,10.74378305,16.31809648,82.77814678
39049009326,1408.999983,1167.999986,214.9999974,150.9999981,10.5520615,15.25904897,82.89567069
39049009331,1352.880005,1029.322721,292.2768219,236.558498,17.75495231,21.60404624,76.08381503
39049009332,3423.999965,1485.999985,1888.999981,146.9999985,4.281969123,55.16939252,43.39953271
39049009333,2246.999987,1787.99999,439.9999975,144.9999992,6.516853933,19.58166444,79.57276368
39049009334,3836.000033,1954.000017,1825.000015,306.0000026,8.063241107,47.57559958,50.93847758
39049009336,1423.000011,1254.00001,151.0000012,76.0000006,5.05655356,10.6113844,88.12368236
39049009337,4312.085833,3161.329794,1109.764729,382.9188208,9.047956532,25.73614653,73.31323904
39049009340,2908.615786,2716.648972,120.6898355,237.3088882,8.15882556,4.149390789,93.40006284
39049009350,3005.533983,2698.436664,262.361547,149.6356113,4.978668808,8.729282332,89.78227096
39049009361,3802.355884,3572.262286,163.9653209,48.05485843,1.26351231,4.31220343,93.94865695
39049009362,5496.020305,5263.333412,121.8781608,63.89933102,1.169867599,2.217571152,95.76626576
39049009371,3890.000017,3496.000015,346.0000015,194.0000009,5.296205296,8.894601542,89.8714653
39049009372,4566.999982,4296.999983,247.999999,57.99999977,1.273326015,5.430260565,94.08802277
39049009373,4744.640277,4446.21596,218.0736455,245.7839335,5.13765796,4.596210308,93.71028571
39049009374,1597.586803,1485.854969,90.82423913,22.19054882,1.449940798,5.685089471,93.00621203
39049009381,3801.999952,3696.999953,77.99999901,153.999998,3.986538959,2.051551815,97.23829563
39049009382,2809.000017,2774.000017,17.0000001,76.00000045,2.707516922,0.605197579,98.75400498
39049009383,2686.000008,2629.000007,45.00000013,8.000000022,0.300075019,1.675353686,97.87788533
39049009384,2933.999992,2869.999993,23.99999994,60.99999984,2.079072938,0.81799591,97.81867757
39049009385,1339.000002,1332.000002,4.000000005,38.00000004,2.925327175,0.298730396,99.47722181
39049009386,2176.000031,2054.00003,92.00000133,137.000002,6.221616712,4.227941176,94.39338235
39049009390,2451.000013,2385.000013,26.00000014,83.00000045,3.443983402,1.060791514,97.30722154
39049009410,1723.629805,1593.795785,96.09394296,64.02430447,3.740938143,5.575091743,92.46740688
39049009420,7019.556856,6692.164614,260.701465,331.4108264,4.735345841,3.713930528,95.33599843
39049009430,4181.78699,3867.028829,231.8218833,357.7251475,8.558450873,5.543608124,92.47311828
39049009440,3523.860791,3504.942069,3.982888715,272.827877,7.804044432,0.113026279,99.46312518
39049009450,2650.99696,2618.996997,17.99997936,82.99990482,3.283227848,0.678989061,98.79290834
39049009495,788.9070111,771.7788648,12.08138117,20.70963645,2.645470342,1.531407504,97.8288764
39049009497,1855.444606,1816.333899,27.38858502,48.56342951,2.63790794,1.47611979,97.8921113
39049009520,2939.826461,2746.864361,184.0461739,238.0445415,8.1484174,6.260443477,93.43627583
39049009590,5002.674935,4935.150567,10.76475436,183.0008241,3.655199375,0.215179969,98.65023474
39049009600,4552.050402,3740.065235,781.9978804,729.7466512,16.15542217,17.17902508,82.16221053
39049009711,5267.979596,5244.043301,8.976110633,299.2036878,5.925340707,0.170390004,99.54562666
39049009712,2997.97017,2992.891633,0.02600774,87.04966749,2.904171876,0.000867512,99.83060082
39049009720,4109.687708,4087.536034,10.02079336,56.93568194,1.383066793,0.243833451,99.46098887
39049009740,2469.427175,2461.637446,4.568426843,76.30144215,3.214602533,0.184999456,99.68455321
39049009751,1972.255454,1953.693515,9.280969765,102.8652388,5.125179789,0.470576453,99.05884709
39049009752,621.0568114,614.3206994,3.717076404,32.32109141,5.130528278,0.598508274,98.9153791
39049009800,6024.949361,5987.949672,17.99984871,296.9975037,4.945054945,0.298755187,99.38589212
39049009900,1124.000044,1048.000041,56.0000022,63.00000247,5.565371025,4.982206406,93.23843416
39049010000,2781.767136,2643.78441,97.29551192,222.0106681,8.078532346,3.497615262,95.03974563
39049010100,492.1666763,56.50214282,427.3088189,102.5692627,20.94523001,86.82197302,11.48028616
39049010200,1225.117569,1198.53851,18.74427415,32.16173088,2.645568007,1.529997988,97.83048909
39049010300,2162.797233,1747.19877,303.5229648,213.6018397,10.89461373,14.0338151,80.78421516
39049010400,385.7308293,382.7806891,1.014110689,15.30385221,3.977953511,0.26290631,99.23518164
39049010500,542.485228,538.3362014,1.426227894,21.52307549,3.977953511,0.26290631,99.23518164
39049010601,650.6895796,643.0549383,4.471718533,19.63193502,3.098640041,0.687227623,98.82668455
39049010602,1936.157398,1913.440164,13.30580847,58.4157445,3.098640041,0.687227623,98.82668455
39049010700,1713.000017,1665.000016,26.00000016,342.0000022,23.52132039,1.517805015,97.19789843
39049980000,5.080705046,4.894558525,0.16424693,1.270176261,24.26778243,3.232758621,96.3362069
